"GEO_ID","NAME","B25077_001E","B25077_001M"
"id","Geographic Area Name","Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)"
"0500000US19077","Guthrie County, Iowa","117900","6184"
"0500000US19079","Hamilton County, Iowa","106100","4976"
"0500000US19081","Hancock County, Iowa","102200","10001"
"0500000US19083","Hardin County, Iowa","94300","4325"
"0500000US19085","Harrison County, Iowa","120600","5501"
"0500000US19087","Henry County, Iowa","115500","5993"
"0500000US19089","Howard County, Iowa","107100","9900"
"0500000US19091","Humboldt County, Iowa","103800","6312"
"0500000US19093","Ida County, Iowa","100900","6409"
"0500000US19095","Iowa County, Iowa","152500","4453"
"0500000US19097","Jackson County, Iowa","128200","7875"
"0500000US19099","Jasper County, Iowa","134200","4116"
"0500000US19101","Jefferson County, Iowa","118300","9536"
"0500000US19103","Johnson County, Iowa","227600","4409"
"0500000US19105","Jones County, Iowa","138400","8510"
"0500000US19107","Keokuk County, Iowa","90400","5505"
"0500000US19109","Kossuth County, Iowa","102100","8179"
"0500000US19111","Lee County, Iowa","94500","2693"
"0500000US19113","Linn County, Iowa","157000","2060"
"0500000US19115","Louisa County, Iowa","108800","7283"
"0500000US19117","Lucas County, Iowa","96400","5651"
"0500000US19119","Lyon County, Iowa","146900","7979"
"0500000US19121","Madison County, Iowa","177500","11148"
"0500000US19123","Mahaska County, Iowa","115300","5613"
"0500000US19125","Marion County, Iowa","157300","5817"
"0500000US19127","Marshall County, Iowa","106000","3830"
"0500000US19129","Mills County, Iowa","168900","6321"
"0500000US19131","Mitchell County, Iowa","119400","7134"
"0500000US19133","Monona County, Iowa","86900","5293"
"0500000US19135","Monroe County, Iowa","100200","13453"
"0500000US19137","Montgomery County, Iowa","85700","3584"
"0500000US19139","Muscatine County, Iowa","130500","5624"
"0500000US19141","O'Brien County, Iowa","107000","7635"
"0500000US19143","Osceola County, Iowa","93700","9151"
"0500000US19145","Page County, Iowa","94400","4362"
"0500000US19147","Palo Alto County, Iowa","102200","8205"
"0500000US19149","Plymouth County, Iowa","163500","5612"
"0500000US19151","Pocahontas County, Iowa","76000","4187"
"0500000US19153","Polk County, Iowa","179900","2267"
"0500000US19155","Pottawattamie County, Iowa","139800","2752"
"0500000US19157","Poweshiek County, Iowa","141100","7856"
"0500000US19159","Ringgold County, Iowa","98700","8037"
"0500000US19161","Sac County, Iowa","95800","4891"
"0500000US19163","Scott County, Iowa","163200","2217"
"0500000US19165","Shelby County, Iowa","121200","5548"
"0500000US19167","Sioux County, Iowa","167500","5999"
"0500000US19169","Story County, Iowa","185800","5014"
"0500000US19171","Tama County, Iowa","110400","4311"
"0500000US19173","Taylor County, Iowa","80600","3832"
"0500000US19175","Union County, Iowa","104000","8117"
"0500000US19177","Van Buren County, Iowa","92800","9303"
"0500000US19179","Wapello County, Iowa","82100","4039"
"0500000US19181","Warren County, Iowa","187200","7253"
"0500000US19183","Washington County, Iowa","151600","7279"
"0500000US19185","Wayne County, Iowa","81100","5627"
"0500000US19187","Webster County, Iowa","99100","4065"
"0500000US19189","Winnebago County, Iowa","94800","4617"
"0500000US19191","Winneshiek County, Iowa","177300","7314"
"0500000US19193","Woodbury County, Iowa","123300","2780"
"0500000US19195","Worth County, Iowa","106700","5857"
"0500000US19197","Wright County, Iowa","85500","3418"
"0500000US20001","Allen County, Kansas","79300","4366"
"0500000US20003","Anderson County, Kansas","95700","8221"
"0500000US20005","Atchison County, Kansas","110400","12446"
"0500000US20007","Barber County, Kansas","72300","6261"
"0500000US20009","Barton County, Kansas","93300","3940"
"0500000US20011","Bourbon County, Kansas","82700","6310"
"0500000US20013","Brown County, Kansas","88500","5247"
"0500000US20015","Butler County, Kansas","148600","3642"
"0500000US20017","Chase County, Kansas","103600","7699"
"0500000US20019","Chautauqua County, Kansas","49500","6712"
"0500000US20021","Cherokee County, Kansas","82500","3424"
"0500000US20023","Cheyenne County, Kansas","78700","7231"
"0500000US20025","Clark County, Kansas","75900","5824"
"0500000US20027","Clay County, Kansas","98000","14508"
"0500000US20029","Cloud County, Kansas","75800","6719"
"0500000US20031","Coffey County, Kansas","119100","6970"
"0500000US20033","Comanche County, Kansas","70300","10922"
"0500000US20035","Cowley County, Kansas","89000","3339"
"0500000US20037","Crawford County, Kansas","93900","6294"
"0500000US20039","Decatur County, Kansas","67900","5168"
"0500000US20041","Dickinson County, Kansas","114700","6821"
"0500000US20043","Doniphan County, Kansas","100600","4910"
"0500000US20045","Douglas County, Kansas","199400","4931"
"0500000US20047","Edwards County, Kansas","61400","2747"
"0500000US20049","Elk County, Kansas","54700","9058"
"0500000US20051","Ellis County, Kansas","169100","5920"
"0500000US20053","Ellsworth County, Kansas","99400","8654"
"0500000US20055","Finney County, Kansas","152500","4604"
"0500000US20057","Ford County, Kansas","112500","6750"
"0500000US20059","Franklin County, Kansas","128000","7456"
"0500000US20061","Geary County, Kansas","148800","9244"
"0500000US20063","Gove County, Kansas","89600","5074"
"0500000US20065","Graham County, Kansas","72500","7526"
"0500000US20067","Grant County, Kansas","116100","13767"
"0500000US20069","Gray County, Kansas","135500","11830"
"0500000US20071","Greeley County, Kansas","111200","32717"
"0500000US20073","Greenwood County, Kansas","66700","7138"
"0500000US20075","Hamilton County, Kansas","81800","13740"
"0500000US20077","Harper County, Kansas","74300","5597"
"0500000US20079","Harvey County, Kansas","126100","6555"
"0500000US20081","Haskell County, Kansas","107000","11437"
"0500000US20083","Hodgeman County, Kansas","84800","8365"
"0500000US20085","Jackson County, Kansas","134700","10750"
"0500000US20087","Jefferson County, Kansas","150600","6696"
"0500000US20089","Jewell County, Kansas","56100","4638"
"0500000US20091","Johnson County, Kansas","259600","2157"
"0500000US20093","Kearny County, Kansas","116700","17011"
"0500000US20095","Kingman County, Kansas","91500","7084"
"0500000US20097","Kiowa County, Kansas","113900","29981"
"0500000US20099","Labette County, Kansas","76400","3635"
"0500000US20101","Lane County, Kansas","90800","29816"
"0500000US20103","Leavenworth County, Kansas","182900","6239"
"0500000US20105","Lincoln County, Kansas","72700","10267"
"0500000US20107","Linn County, Kansas","110100","7585"
"0500000US20109","Logan County, Kansas","86600","11042"
"0500000US20111","Lyon County, Kansas","106800","6284"
"0500000US20113","McPherson County, Kansas","151800","5849"
"0500000US20115","Marion County, Kansas","90800","5488"
"0500000US20117","Marshall County, Kansas","98900","7219"
"0500000US20119","Meade County, Kansas","96800","13228"
"0500000US20121","Miami County, Kansas","201400","8480"
"0500000US20123","Mitchell County, Kansas","88900","4445"
"0500000US20125","Montgomery County, Kansas","76200","4488"
"0500000US20127","Morris County, Kansas","103000","12219"
"0500000US20129","Morton County, Kansas","88500","9113"
"0500000US20131","Nemaha County, Kansas","130500","11316"
"0500000US20133","Neosho County, Kansas","82000","3064"
"0500000US20135","Ness County, Kansas","73300","5830"
"0500000US20137","Norton County, Kansas","82900","11366"
"0500000US20139","Osage County, Kansas","115700","6652"
"0500000US20141","Osborne County, Kansas","69000","8004"
"0500000US20143","Ottawa County, Kansas","105700","8985"
"0500000US20145","Pawnee County, Kansas","82400","6313"
"0500000US20147","Phillips County, Kansas","79600","5484"
"0500000US20149","Pottawatomie County, Kansas","183100","9195"
"0500000US20151","Pratt County, Kansas","91900","9546"
"0500000US20153","Rawlins County, Kansas","101600","14263"
"0500000US20155","Reno County, Kansas","101300","3468"
"0500000US20157","Republic County, Kansas","66000","5460"
"0500000US20159","Rice County, Kansas","74700","4822"
"0500000US20161","Riley County, Kansas","201000","7031"
"0500000US20163","Rooks County, Kansas","78800","5990"
"0500000US20165","Rush County, Kansas","70800","8114"
"0500000US20167","Russell County, Kansas","93400","11544"
"0500000US20169","Saline County, Kansas","136800","4697"
"0500000US20171","Scott County, Kansas","136200","20888"
"0500000US20173","Sedgwick County, Kansas","140700","1355"
"0500000US20175","Seward County, Kansas","105300","7054"
"0500000US20177","Shawnee County, Kansas","132500","2256"
"0500000US20179","Sheridan County, Kansas","113900","5881"
"0500000US20181","Sherman County, Kansas","111400","19545"
"0500000US20183","Smith County, Kansas","70200","6882"
"0500000US20185","Stafford County, Kansas","65900","8417"
"0500000US20187","Stanton County, Kansas","92600","26798"
"0500000US20189","Stevens County, Kansas","114900","16878"
"0500000US20191","Sumner County, Kansas","89800","3845"
"0500000US20193","Thomas County, Kansas","129700","11578"
"0500000US20195","Trego County, Kansas","99300","12817"
"0500000US20197","Wabaunsee County, Kansas","146700","13257"
"0500000US20199","Wallace County, Kansas","89400","5691"
"0500000US20201","Washington County, Kansas","82000","4257"
"0500000US20203","Wichita County, Kansas","88900","24764"
"0500000US20205","Wilson County, Kansas","73500","6829"
"0500000US20207","Woodson County, Kansas","73600","5481"
"0500000US20209","Wyandotte County, Kansas","100300","2490"
"0500000US21001","Adair County, Kentucky","96400","7022"
"0500000US21003","Allen County, Kentucky","120600","6917"
"0500000US21005","Anderson County, Kentucky","149800","5968"
"0500000US21007","Ballard County, Kentucky","102900","10773"
"0500000US21009","Barren County, Kentucky","125400","5755"
"0500000US21011","Bath County, Kentucky","89700","10784"
"0500000US21013","Bell County, Kentucky","59800","4734"
"0500000US21015","Boone County, Kentucky","189800","4128"
"0500000US21017","Bourbon County, Kentucky","146700","7589"
"0500000US21019","Boyd County, Kentucky","111200","4813"
"0500000US21021","Boyle County, Kentucky","146400","6534"
"0500000US21023","Bracken County, Kentucky","103100","8561"
"0500000US21025","Breathitt County, Kentucky","54000","5602"
"0500000US21027","Breckinridge County, Kentucky","102900","7088"
"0500000US21029","Bullitt County, Kentucky","165500","3255"
"0500000US21031","Butler County, Kentucky","92100","10431"
"0500000US21033","Caldwell County, Kentucky","87900","8012"
"0500000US21035","Calloway County, Kentucky","137300","7495"
"0500000US21037","Campbell County, Kentucky","172000","4137"
"0500000US21039","Carlisle County, Kentucky","89300","7945"
"0500000US21041","Carroll County, Kentucky","115900","12568"
"0500000US21043","Carter County, Kentucky","95000","6748"
"0500000US21045","Casey County, Kentucky","87600","8063"
"0500000US21047","Christian County, Kentucky","117400","4549"
"0500000US21049","Clark County, Kentucky","145400","3938"
"0500000US21051","Clay County, Kentucky","54100","4662"
"0500000US21053","Clinton County, Kentucky","72800","6222"
"0500000US21055","Crittenden County, Kentucky","89900","6817"
"0500000US21057","Cumberland County, Kentucky","89400","7547"
"0500000US21059","Daviess County, Kentucky","133600","3106"
"0500000US21061","Edmonson County, Kentucky","87300","4512"
"0500000US21063","Elliott County, Kentucky","82700","9643"
"0500000US21065","Estill County, Kentucky","76800","6432"
"0500000US21067","Fayette County, Kentucky","189800","2520"
"0500000US21069","Fleming County, Kentucky","89900","7076"
"0500000US21071","Floyd County, Kentucky","74400","3755"
"0500000US21073","Franklin County, Kentucky","142900","3678"
"0500000US21075","Fulton County, Kentucky","66100","5406"
"0500000US21077","Gallatin County, Kentucky","128100","10159"
"0500000US21079","Garrard County, Kentucky","140500","8403"
"0500000US21081","Grant County, Kentucky","130200","7748"
"0500000US21083","Graves County, Kentucky","104300","6218"
"0500000US21085","Grayson County, Kentucky","113900","4965"
"0500000US21087","Green County, Kentucky","79500","8918"
"0500000US21089","Greenup County, Kentucky","116700","7094"
"0500000US21091","Hancock County, Kentucky","112300","7423"
"0500000US21093","Hardin County, Kentucky","156600","3731"
"0500000US21095","Harlan County, Kentucky","60300","3570"
"0500000US21097","Harrison County, Kentucky","140000","8991"
"0500000US21099","Hart County, Kentucky","94400","6315"
"0500000US21101","Henderson County, Kentucky","128400","5806"
"0500000US21103","Henry County, Kentucky","128700","8537"
"0500000US21105","Hickman County, Kentucky","80600","10196"
"0500000US21107","Hopkins County, Kentucky","108700","5988"
"0500000US21109","Jackson County, Kentucky","87200","8295"
"0500000US21111","Jefferson County, Kentucky","170100","1175"
"0500000US21113","Jessamine County, Kentucky","172100","5308"
"0500000US21115","Johnson County, Kentucky","101300","7960"
"0500000US21117","Kenton County, Kentucky","161100","2418"
"0500000US21119","Knott County, Kentucky","51500","4763"
"0500000US21121","Knox County, Kentucky","86800","4551"
"0500000US21123","Larue County, Kentucky","115600","8533"
"0500000US21125","Laurel County, Kentucky","112000","5122"
"0500000US21127","Lawrence County, Kentucky","79400","7246"
"0500000US21129","Lee County, Kentucky","63000","5991"
"0500000US21131","Leslie County, Kentucky","64100","6243"
"0500000US21133","Letcher County, Kentucky","58600","4200"
"0500000US21135","Lewis County, Kentucky","65500","6587"
"0500000US21137","Lincoln County, Kentucky","106400","6989"
"0500000US21139","Livingston County, Kentucky","102400","10868"
"0500000US21141","Logan County, Kentucky","111000","7061"
"0500000US21143","Lyon County, Kentucky","141500","21708"
"0500000US21145","McCracken County, Kentucky","143400","5492"
"0500000US21147","McCreary County, Kentucky","69700","11499"
"0500000US21149","McLean County, Kentucky","104700","9018"
"0500000US21151","Madison County, Kentucky","159300","3115"
"0500000US21153","Magoffin County, Kentucky","66800","12144"
"0500000US21155","Marion County, Kentucky","105400","5113"
"0500000US21157","Marshall County, Kentucky","131100","9410"
"0500000US21159","Martin County, Kentucky","84300","16106"
"0500000US21161","Mason County, Kentucky","132800","13578"
"0500000US21163","Meade County, Kentucky","153500","5197"
"0500000US21165","Menifee County, Kentucky","76800","5930"
"0500000US21167","Mercer County, Kentucky","147300","8926"
"0500000US21169","Metcalfe County, Kentucky","77200","4561"
"0500000US21171","Monroe County, Kentucky","80500","10591"
"0500000US21173","Montgomery County, Kentucky","116700","8340"
"0500000US21175","Morgan County, Kentucky","73100","6039"
"0500000US21177","Muhlenberg County, Kentucky","93900","6069"
"0500000US21179","Nelson County, Kentucky","154700","4795"
"0500000US21181","Nicholas County, Kentucky","85600","10249"
"0500000US21183","Ohio County, Kentucky","92500","5476"
"0500000US21185","Oldham County, Kentucky","282100","6021"
"0500000US21187","Owen County, Kentucky","116100","23988"
"0500000US21189","Owsley County, Kentucky","70200","12876"
"0500000US21191","Pendleton County, Kentucky","116400","12801"
"0500000US21193","Perry County, Kentucky","75400","5342"
"0500000US21195","Pike County, Kentucky","78600","3366"
"0500000US21197","Powell County, Kentucky","89800","15390"
"0500000US21199","Pulaski County, Kentucky","116200","5673"
"0500000US21201","Robertson County, Kentucky","114700","16991"
"0500000US21203","Rockcastle County, Kentucky","81900","5624"
"0500000US21205","Rowan County, Kentucky","124200","17580"
"0500000US21207","Russell County, Kentucky","95000","7679"
"0500000US21209","Scott County, Kentucky","189500","5233"
"0500000US21211","Shelby County, Kentucky","197300","7944"
"0500000US21213","Simpson County, Kentucky","135200","8802"
"0500000US21215","Spencer County, Kentucky","213300","9144"
"0500000US21217","Taylor County, Kentucky","120200","6972"
"0500000US21219","Todd County, Kentucky","106300","13198"
"0500000US21221","Trigg County, Kentucky","129400","12658"
"0500000US21223","Trimble County, Kentucky","124000","16921"
"0500000US21225","Union County, Kentucky","92100","7421"
"0500000US21227","Warren County, Kentucky","167600","3676"
"0500000US21229","Washington County, Kentucky","128300","8040"
"0500000US21231","Wayne County, Kentucky","88800","5428"
"0500000US21233","Webster County, Kentucky","75600","5075"
"0500000US21235","Whitley County, Kentucky","92500","8228"
"0500000US21237","Wolfe County, Kentucky","64400","5283"
"0500000US21239","Woodford County, Kentucky","203000","8092"
"0500000US22001","Acadia Parish, Louisiana","118000","5734"
"0500000US22003","Allen Parish, Louisiana","97500","12506"
"0500000US22005","Ascension Parish, Louisiana","207400","5296"
"0500000US22007","Assumption Parish, Louisiana","118600","9046"
"0500000US22009","Avoyelles Parish, Louisiana","104200","6789"
"0500000US22011","Beauregard Parish, Louisiana","127500","11505"
"0500000US22013","Bienville Parish, Louisiana","75900","4944"
"0500000US22015","Bossier Parish, Louisiana","172400","4013"
"0500000US22017","Caddo Parish, Louisiana","149200","3581"
"0500000US22019","Calcasieu Parish, Louisiana","156800","3712"
"0500000US22021","Caldwell Parish, Louisiana","77300","8123"
"0500000US22023","Cameron Parish, Louisiana","119500","20678"
"0500000US22025","Catahoula Parish, Louisiana","89000","11469"
"0500000US22027","Claiborne Parish, Louisiana","78100","5083"
"0500000US22029","Concordia Parish, Louisiana","80600","8783"
"0500000US22031","De Soto Parish, Louisiana","117300","10156"
"0500000US22033","East Baton Rouge Parish, Louisiana","194000","3133"
"0500000US22035","East Carroll Parish, Louisiana","76800","9538"
"0500000US22037","East Feliciana Parish, Louisiana","139300","20400"
"0500000US22039","Evangeline Parish, Louisiana","96600","11819"
"0500000US22041","Franklin Parish, Louisiana","88000","6053"
"0500000US22043","Grant Parish, Louisiana","103400","8083"
"0500000US22045","Iberia Parish, Louisiana","115600","5375"
"0500000US22047","Iberville Parish, Louisiana","143700","14187"
"0500000US22049","Jackson Parish, Louisiana","89500","5757"
"0500000US22051","Jefferson Parish, Louisiana","188200","2219"
"0500000US22053","Jefferson Davis Parish, Louisiana","114000","7558"
"0500000US22055","Lafayette Parish, Louisiana","185300","3135"
"0500000US22057","Lafourche Parish, Louisiana","158000","3955"
"0500000US22059","LaSalle Parish, Louisiana","93000","23509"
"0500000US22061","Lincoln Parish, Louisiana","154500","8112"
"0500000US22063","Livingston Parish, Louisiana","167100","3258"
"0500000US22065","Madison Parish, Louisiana","78100","4677"
"0500000US22067","Morehouse Parish, Louisiana","91100","5910"
"0500000US22069","Natchitoches Parish, Louisiana","137400","10642"
"0500000US22071","Orleans Parish, Louisiana","231500","3749"
"0500000US22073","Ouachita Parish, Louisiana","146700","4424"
"0500000US22075","Plaquemines Parish, Louisiana","190600","25917"
"0500000US22077","Pointe Coupee Parish, Louisiana","142600","15120"
"0500000US22079","Rapides Parish, Louisiana","143100","5574"
"0500000US22081","Red River Parish, Louisiana","78700","6737"
"0500000US22083","Richland Parish, Louisiana","91900","11997"
"0500000US22085","Sabine Parish, Louisiana","94300","8982"
"0500000US22087","St. Bernard Parish, Louisiana","151300","2828"
"0500000US22089","St. Charles Parish, Louisiana","201700","8299"
"0500000US22091","St. Helena Parish, Louisiana","100100","26631"
"0500000US22093","St. James Parish, Louisiana","158500","7773"
"0500000US22095","St. John the Baptist Parish, Louisiana","153900","3626"
"0500000US22097","St. Landry Parish, Louisiana","108400","4268"
"0500000US22099","St. Martin Parish, Louisiana","124900","7836"
"0500000US22101","St. Mary Parish, Louisiana","106900","5999"
"0500000US22103","St. Tammany Parish, Louisiana","218500","3948"
"0500000US22105","Tangipahoa Parish, Louisiana","162800","4513"
"0500000US22107","Tensas Parish, Louisiana","66400","7741"
"0500000US22109","Terrebonne Parish, Louisiana","152500","3467"
"0500000US22111","Union Parish, Louisiana","89200","12243"
"0500000US22113","Vermilion Parish, Louisiana","122200","6710"
"0500000US22115","Vernon Parish, Louisiana","119300","6969"
"0500000US22117","Washington Parish, Louisiana","101000","8886"
"0500000US22119","Webster Parish, Louisiana","81500","4137"
"0500000US22121","West Baton Rouge Parish, Louisiana","200000","11014"
"0500000US22123","West Carroll Parish, Louisiana","90300","6043"
"0500000US22125","West Feliciana Parish, Louisiana","229500","28880"
"0500000US22127","Winn Parish, Louisiana","77700","7258"
"0500000US23001","Androscoggin County, Maine","158200","2987"
"0500000US23003","Aroostook County, Maine","99600","2308"
"0500000US23005","Cumberland County, Maine","278100","3222"
"0500000US23007","Franklin County, Maine","139800","5873"
"0500000US23009","Hancock County, Maine","212700","6221"
"0500000US23011","Kennebec County, Maine","159400","3037"
"0500000US23013","Knox County, Maine","213400","9038"
"0500000US23015","Lincoln County, Maine","215400","7216"
"0500000US23017","Oxford County, Maine","144100","4213"
"0500000US23019","Penobscot County, Maine","144700","2594"
"0500000US23021","Piscataquis County, Maine","109500","6345"
"0500000US23023","Sagadahoc County, Maine","213400","7383"
"0500000US23025","Somerset County, Maine","115700","3234"
"0500000US23027","Waldo County, Maine","163000","4270"
"0500000US23029","Washington County, Maine","112400","3537"
"0500000US23031","York County, Maine","252300","4075"
"0500000US24001","Allegany County, Maryland","120700","3526"
"0500000US24003","Anne Arundel County, Maryland","361200","3006"
"0500000US24005","Baltimore County, Maryland","261500","1978"
"0500000US24009","Calvert County, Maryland","358800","5465"
"0500000US24011","Caroline County, Maryland","202500","7448"
"0500000US24013","Carroll County, Maryland","339600","2892"
"0500000US24015","Cecil County, Maryland","242700","4950"
"0500000US24017","Charles County, Maryland","313300","3774"
"0500000US24019","Dorchester County, Maryland","183300","11430"
"0500000US24021","Frederick County, Maryland","331600","3777"
"0500000US24023","Garrett County, Maryland","173900","7882"
"0500000US24025","Harford County, Maryland","293400","3342"
"0500000US24027","Howard County, Maryland","455700","4218"
"0500000US24029","Kent County, Maryland","249900","11808"
"0500000US24031","Montgomery County, Maryland","484900","2852"
"0500000US24033","Prince George's County, Maryland","302800","1889"
"0500000US24035","Queen Anne's County, Maryland","353100","6795"
"0500000US24037","St. Mary's County, Maryland","301300","7297"
"0500000US24039","Somerset County, Maryland","139100","12389"
"0500000US24041","Talbot County, Maryland","336800","9152"
"0500000US24043","Washington County, Maryland","210300","3842"
"0500000US24045","Wicomico County, Maryland","175700","4393"
"0500000US24047","Worcester County, Maryland","262200","7883"
"0500000US24510","Baltimore city, Maryland","160100","1705"
"0500000US25001","Barnstable County, Massachusetts","393500","3335"
"0500000US25003","Berkshire County, Massachusetts","216100","5956"
"0500000US25005","Bristol County, Massachusetts","299800","2745"
"0500000US25007","Dukes County, Massachusetts","699500","30429"
"0500000US25009","Essex County, Massachusetts","409900","3590"
"0500000US25011","Franklin County, Massachusetts","232100","3376"
"0500000US25013","Hampden County, Massachusetts","207800","1847"
"0500000US25015","Hampshire County, Massachusetts","283100","3805"
"0500000US25017","Middlesex County, Massachusetts","500700","3445"
"0500000US25019","Nantucket County, Massachusetts","1084700","67219"
"0500000US25021","Norfolk County, Massachusetts","470800","3171"
"0500000US25023","Plymouth County, Massachusetts","370300","2553"
"0500000US25025","Suffolk County, Massachusetts","496500","4770"
"0500000US25027","Worcester County, Massachusetts","280600","1868"
"0500000US26001","Alcona County, Michigan","112000","5447"
"0500000US26003","Alger County, Michigan","136200","10742"
"0500000US26005","Allegan County, Michigan","165400","2751"
"0500000US26007","Alpena County, Michigan","96500","3016"
"0500000US26009","Antrim County, Michigan","160500","4796"
"0500000US26011","Arenac County, Michigan","94400","3021"
"0500000US26013","Baraga County, Michigan","102200","6375"
"0500000US26015","Barry County, Michigan","158400","3626"
"0500000US26017","Bay County, Michigan","102000","2781"
"0500000US26019","Benzie County, Michigan","185500","6966"
"0500000US26021","Berrien County, Michigan","150700","2565"
"0500000US26023","Branch County, Michigan","109800","3690"
"0500000US26025","Calhoun County, Michigan","110000","2124"
"0500000US26027","Cass County, Michigan","142800","4537"
"0500000US26029","Charlevoix County, Michigan","166300","3417"
"0500000US26031","Cheboygan County, Michigan","130900","5901"
"0500000US26033","Chippewa County, Michigan","119100","4021"
"0500000US26035","Clare County, Michigan","91100","5074"
"0500000US26037","Clinton County, Michigan","172800","2548"
"0500000US26039","Crawford County, Michigan","105000","4882"
"0500000US26041","Delta County, Michigan","114300","3177"
"0500000US26043","Dickinson County, Michigan","101800","5920"
"0500000US26045","Eaton County, Michigan","155000","2274"
"0500000US26047","Emmet County, Michigan","186900","6865"
"0500000US26049","Genesee County, Michigan","111100","1545"
"0500000US26051","Gladwin County, Michigan","110000","3753"
"0500000US26053","Gogebic County, Michigan","67100","3090"
"0500000US26055","Grand Traverse County, Michigan","212500","5535"
"0500000US26057","Gratiot County, Michigan","95400","2726"
"0500000US26059","Hillsdale County, Michigan","120100","3591"
"0500000US26061","Houghton County, Michigan","108700","5823"
"0500000US26063","Huron County, Michigan","103900","2717"
"0500000US26065","Ingham County, Michigan","135600","2336"
"0500000US26067","Ionia County, Michigan","131800","4531"
"0500000US26069","Iosco County, Michigan","92600","3237"
"0500000US26071","Iron County, Michigan","77700","4766"
"0500000US26073","Isabella County, Michigan","134900","3941"
"0500000US26075","Jackson County, Michigan","131600","2862"
"0500000US26077","Kalamazoo County, Michigan","159300","2078"
"0500000US26079","Kalkaska County, Michigan","115900","4515"
"0500000US26081","Kent County, Michigan","173700","1212"
"0500000US26083","Keweenaw County, Michigan","121100","14674"
"0500000US26085","Lake County, Michigan","88000","2873"
"0500000US26087","Lapeer County, Michigan","168800","2869"
"0500000US26089","Leelanau County, Michigan","268400","9930"
"0500000US26091","Lenawee County, Michigan","139400","3552"
"0500000US26093","Livingston County, Michigan","247100","2460"
"0500000US26095","Luce County, Michigan","87200","4994"
"0500000US26097","Mackinac County, Michigan","136600","8710"
"0500000US26099","Macomb County, Michigan","166800","827"
"0500000US26101","Manistee County, Michigan","125400","5200"
"0500000US26103","Marquette County, Michigan","153400","3298"
"0500000US26105","Mason County, Michigan","141400","4664"
"0500000US26107","Mecosta County, Michigan","121400","3826"
"0500000US26109","Menominee County, Michigan","101600","5199"
"0500000US26111","Midland County, Michigan","141700","3071"
"0500000US26113","Missaukee County, Michigan","118700","4059"
"0500000US26115","Monroe County, Michigan","161700","2173"
"0500000US26117","Montcalm County, Michigan","113900","2930"
"0500000US26119","Montmorency County, Michigan","102700","6118"
"0500000US26121","Muskegon County, Michigan","117900","1719"
"0500000US26123","Newaygo County, Michigan","121300","3386"
"0500000US26125","Oakland County, Michigan","242700","1602"
"0500000US26127","Oceana County, Michigan","118800","4155"
"0500000US26129","Ogemaw County, Michigan","98200","3904"
"0500000US26131","Ontonagon County, Michigan","70000","3811"
"0500000US26133","Osceola County, Michigan","98500","2632"
"0500000US26135","Oscoda County, Michigan","90500","7426"
"0500000US26137","Otsego County, Michigan","139500","5718"
"0500000US26139","Ottawa County, Michigan","191800","1973"
"0500000US26141","Presque Isle County, Michigan","105400","3244"
"0500000US26143","Roscommon County, Michigan","108200","4309"
"0500000US26145","Saginaw County, Michigan","101300","2402"
"0500000US26147","St. Clair County, Michigan","154300","2038"
"0500000US26149","St. Joseph County, Michigan","122300","3749"
"0500000US26151","Sanilac County, Michigan","111200","2608"
"0500000US26153","Schoolcraft County, Michigan","109900","9601"
"0500000US26155","Shiawassee County, Michigan","122300","2753"
"0500000US26157","Tuscola County, Michigan","104000","2699"
"0500000US26159","Van Buren County, Michigan","139400","5338"
"0500000US26161","Washtenaw County, Michigan","263600","3237"
"0500000US26163","Wayne County, Michigan","113000","1053"
"0500000US26165","Wexford County, Michigan","108300","3538"
"0500000US27001","Aitkin County, Minnesota","183200","6353"
"0500000US27003","Anoka County, Minnesota","232400","1464"
"0500000US27005","Becker County, Minnesota","198400","6073"
"0500000US27007","Beltrami County, Minnesota","162600","4527"
"0500000US27009","Benton County, Minnesota","174900","3886"
"0500000US27011","Big Stone County, Minnesota","97900","7506"
"0500000US27013","Blue Earth County, Minnesota","184800","3409"
"0500000US27015","Brown County, Minnesota","141900","3671"
"0500000US27017","Carlton County, Minnesota","171400","3790"
"0500000US27019","Carver County, Minnesota","313200","6233"
"0500000US27021","Cass County, Minnesota","194200","5582"
"0500000US27023","Chippewa County, Minnesota","119700","9599"
"0500000US27025","Chisago County, Minnesota","231500","4243"
"0500000US27027","Clay County, Minnesota","197100","3837"
"0500000US27029","Clearwater County, Minnesota","137200","8214"
"0500000US27031","Cook County, Minnesota","240100","11306"
"0500000US27033","Cottonwood County, Minnesota","94200","5169"
"0500000US27035","Crow Wing County, Minnesota","198300","4518"
"0500000US27037","Dakota County, Minnesota","266000","1780"
"0500000US27039","Dodge County, Minnesota","183900","6647"
"0500000US27041","Douglas County, Minnesota","214800","6205"
"0500000US27043","Faribault County, Minnesota","89500","2624"
"0500000US27045","Fillmore County, Minnesota","153800","3803"
"0500000US27047","Freeborn County, Minnesota","113800","4271"
"0500000US27049","Goodhue County, Minnesota","204100","6849"
"0500000US27051","Grant County, Minnesota","118700","6448"
"0500000US27053","Hennepin County, Minnesota","276900","1497"
"0500000US27055","Houston County, Minnesota","173700","5333"
"0500000US27057","Hubbard County, Minnesota","193600","5841"
"0500000US27059","Isanti County, Minnesota","196800","4349"
