"GEO_ID","NAME","B25077_001E","B25077_001M"
"id","Geographic Area Name","Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)"
"0500000US30101","Toole County, Montana","137900","14945"
"0500000US30103","Treasure County, Montana","118200","8522"
"0500000US30105","Valley County, Montana","151400","15585"
"0500000US30107","Wheatland County, Montana","95400","15074"
"0500000US30109","Wibaux County, Montana","113500","44163"
"0500000US30111","Yellowstone County, Montana","226000","2250"
"0500000US31001","Adams County, Nebraska","128500","8665"
"0500000US31003","Antelope County, Nebraska","82000","4437"
"0500000US31005","Arthur County, Nebraska","111300","14043"
"0500000US31007","Banner County, Nebraska","139900","22493"
"0500000US31009","Blaine County, Nebraska","75700","12412"
"0500000US31011","Boone County, Nebraska","118400","5790"
"0500000US31013","Box Butte County, Nebraska","113600","13670"
"0500000US31015","Boyd County, Nebraska","73000","6366"
"0500000US31017","Brown County, Nebraska","79700","8984"
"0500000US31019","Buffalo County, Nebraska","174800","4406"
"0500000US31021","Burt County, Nebraska","100400","6512"
"0500000US31023","Butler County, Nebraska","117300","6740"
"0500000US31025","Cass County, Nebraska","173800","6299"
"0500000US31027","Cedar County, Nebraska","121300","6236"
"0500000US31029","Chase County, Nebraska","133300","17663"
"0500000US31031","Cherry County, Nebraska","116000","15101"
"0500000US31033","Cheyenne County, Nebraska","103000","8194"
"0500000US31035","Clay County, Nebraska","91300","3896"
"0500000US31037","Colfax County, Nebraska","101100","14415"
"0500000US31039","Cuming County, Nebraska","122200","7579"
"0500000US31041","Custer County, Nebraska","108100","10044"
"0500000US31043","Dakota County, Nebraska","119600","6023"
"0500000US31045","Dawes County, Nebraska","125200","13976"
"0500000US31047","Dawson County, Nebraska","102600","8231"
"0500000US31049","Deuel County, Nebraska","87300","8120"
"0500000US31051","Dixon County, Nebraska","94700","3650"
"0500000US31053","Dodge County, Nebraska","130200","4077"
"0500000US31055","Douglas County, Nebraska","169800","1250"
"0500000US31057","Dundy County, Nebraska","75900","9228"
"0500000US31059","Fillmore County, Nebraska","80100","6597"
"0500000US31061","Franklin County, Nebraska","71300","6961"
"0500000US31063","Frontier County, Nebraska","101200","11846"
"0500000US31065","Furnas County, Nebraska","73000","5163"
"0500000US31067","Gage County, Nebraska","116200","7364"
"0500000US31069","Garden County, Nebraska","81800","9567"
"0500000US31071","Garfield County, Nebraska","105100","21193"
"0500000US31073","Gosper County, Nebraska","127000","22260"
"0500000US31075","Grant County, Nebraska","58300","7498"
"0500000US31077","Greeley County, Nebraska","72700","10249"
"0500000US31079","Hall County, Nebraska","146000","4160"
"0500000US31081","Hamilton County, Nebraska","154300","7155"
"0500000US31083","Harlan County, Nebraska","102700","8826"
"0500000US31085","Hayes County, Nebraska","80900","12710"
"0500000US31087","Hitchcock County, Nebraska","66700","5532"
"0500000US31089","Holt County, Nebraska","114100","7943"
"0500000US31091","Hooker County, Nebraska","92200","11395"
"0500000US31093","Howard County, Nebraska","148800","11407"
"0500000US31095","Jefferson County, Nebraska","84000","5632"
"0500000US31097","Johnson County, Nebraska","94400","12588"
"0500000US31099","Kearney County, Nebraska","149700","9008"
"0500000US31101","Keith County, Nebraska","128300","11288"
"0500000US31103","Keya Paha County, Nebraska","78100","29485"
"0500000US31105","Kimball County, Nebraska","82600","3633"
"0500000US31107","Knox County, Nebraska","95900","6360"
"0500000US31109","Lancaster County, Nebraska","177400","2166"
"0500000US31111","Lincoln County, Nebraska","139400","5355"
"0500000US31113","Logan County, Nebraska","110300","12066"
"0500000US31115","Loup County, Nebraska","112500","44352"
"0500000US31117","McPherson County, Nebraska","102700","42731"
"0500000US31119","Madison County, Nebraska","146400","5854"
"0500000US31121","Merrick County, Nebraska","115400","6483"
"0500000US31123","Morrill County, Nebraska","95600","10839"
"0500000US31125","Nance County, Nebraska","78300","6210"
"0500000US31127","Nemaha County, Nebraska","106300","14736"
"0500000US31129","Nuckolls County, Nebraska","68300","7628"
"0500000US31131","Otoe County, Nebraska","143900","9051"
"0500000US31133","Pawnee County, Nebraska","71100","10523"
"0500000US31135","Perkins County, Nebraska","118400","7709"
"0500000US31137","Phelps County, Nebraska","134000","8996"
"0500000US31139","Pierce County, Nebraska","132700","11263"
"0500000US31141","Platte County, Nebraska","149700","5876"
"0500000US31143","Polk County, Nebraska","107300","7520"
"0500000US31145","Red Willow County, Nebraska","109000","9524"
"0500000US31147","Richardson County, Nebraska","69200","6828"
"0500000US31149","Rock County, Nebraska","96200","8762"
"0500000US31151","Saline County, Nebraska","99300","12854"
"0500000US31153","Sarpy County, Nebraska","195300","2441"
"0500000US31155","Saunders County, Nebraska","165600","4619"
"0500000US31157","Scotts Bluff County, Nebraska","128100","5404"
"0500000US31159","Seward County, Nebraska","168200","4844"
"0500000US31161","Sheridan County, Nebraska","72300","5936"
"0500000US31163","Sherman County, Nebraska","88700","6636"
"0500000US31165","Sioux County, Nebraska","117700","43218"
"0500000US31167","Stanton County, Nebraska","119500","4890"
"0500000US31169","Thayer County, Nebraska","71400","5350"
"0500000US31171","Thomas County, Nebraska","119300","51211"
"0500000US31173","Thurston County, Nebraska","79800","5834"
"0500000US31175","Valley County, Nebraska","110400","9445"
"0500000US31177","Washington County, Nebraska","196100","10587"
"0500000US31179","Wayne County, Nebraska","137200","7591"
"0500000US31181","Webster County, Nebraska","78400","6461"
"0500000US31183","Wheeler County, Nebraska","97800","19517"
"0500000US31185","York County, Nebraska","135200","8059"
"0500000US32001","Churchill County, Nevada","191500","11813"
"0500000US32003","Clark County, Nevada","262700","1426"
"0500000US32005","Douglas County, Nevada","378800","9254"
"0500000US32007","Elko County, Nevada","212500","6879"
"0500000US32009","Esmeralda County, Nevada","65000","7943"
"0500000US32011","Eureka County, Nevada","120100","68518"
"0500000US32013","Humboldt County, Nevada","180600","13040"
"0500000US32015","Lander County, Nevada","179900","20095"
"0500000US32017","Lincoln County, Nevada","140900","24328"
"0500000US32019","Lyon County, Nevada","214900","7559"
"0500000US32021","Mineral County, Nevada","98900","17923"
"0500000US32023","Nye County, Nevada","163300","7716"
"0500000US32027","Pershing County, Nevada","113000","15252"
"0500000US32029","Storey County, Nevada","240700","25881"
"0500000US32031","Washoe County, Nevada","334100","3036"
"0500000US32033","White Pine County, Nevada","154100","13430"
"0500000US32510","Carson City, Nevada","273800","7926"
"0500000US33001","Belknap County, New Hampshire","226500","7229"
"0500000US33003","Carroll County, New Hampshire","242800","9247"
"0500000US33005","Cheshire County, New Hampshire","195300","3982"
"0500000US33007","Coos County, New Hampshire","128000","4416"
"0500000US33009","Grafton County, New Hampshire","220300","6667"
"0500000US33011","Hillsborough County, New Hampshire","274800","1847"
"0500000US33013","Merrimack County, New Hampshire","237600","3071"
"0500000US33015","Rockingham County, New Hampshire","326300","2781"
"0500000US33017","Strafford County, New Hampshire","235900","4624"
"0500000US33019","Sullivan County, New Hampshire","173600","5452"
"0500000US34001","Atlantic County, New Jersey","217900","3084"
"0500000US34003","Bergen County, New Jersey","469500","2664"
"0500000US34005","Burlington County, New Jersey","251200","2795"
"0500000US34007","Camden County, New Jersey","197800","1675"
"0500000US34009","Cape May County, New Jersey","300500","7192"
"0500000US34011","Cumberland County, New Jersey","162500","2756"
"0500000US34013","Essex County, New Jersey","386000","4102"
"0500000US34015","Gloucester County, New Jersey","219700","2000"
"0500000US34017","Hudson County, New Jersey","378000","5120"
"0500000US34019","Hunterdon County, New Jersey","415100","6739"
"0500000US34021","Mercer County, New Jersey","291100","4075"
"0500000US34023","Middlesex County, New Jersey","344100","1761"
"0500000US34025","Monmouth County, New Jersey","421900","3369"
"0500000US34027","Morris County, New Jersey","456200","3852"
"0500000US34029","Ocean County, New Jersey","279000","1767"
"0500000US34031","Passaic County, New Jersey","342600","2712"
"0500000US34033","Salem County, New Jersey","184600","4878"
"0500000US34035","Somerset County, New Jersey","430700","5754"
"0500000US34037","Sussex County, New Jersey","267500","3555"
"0500000US34039","Union County, New Jersey","367200","2790"
"0500000US34041","Warren County, New Jersey","264200","4903"
"0500000US35001","Bernalillo County, New Mexico","199300","1848"
"0500000US35003","Catron County, New Mexico","175400","20967"
"0500000US35005","Chaves County, New Mexico","108700","5462"
"0500000US35006","Cibola County, New Mexico","84400","5455"
"0500000US35007","Colfax County, New Mexico","104800","11926"
"0500000US35009","Curry County, New Mexico","125000","7586"
"0500000US35011","De Baca County, New Mexico","106300","48022"
"0500000US35013","Doña Ana County, New Mexico","147400","3610"
"0500000US35015","Eddy County, New Mexico","155900","4607"
"0500000US35017","Grant County, New Mexico","125100","11110"
"0500000US35019","Guadalupe County, New Mexico","85000","6618"
"0500000US35021","Harding County, New Mexico","102400","25814"
"0500000US35023","Hidalgo County, New Mexico","86000","5195"
"0500000US35025","Lea County, New Mexico","133100","5388"
"0500000US35027","Lincoln County, New Mexico","193900","28466"
"0500000US35028","Los Alamos County, New Mexico","302800","14728"
"0500000US35029","Luna County, New Mexico","86900","5106"
"0500000US35031","McKinley County, New Mexico","64800","4003"
"0500000US35033","Mora County, New Mexico","112300","25259"
"0500000US35035","Otero County, New Mexico","112400","5267"
"0500000US35037","Quay County, New Mexico","72700","7925"
"0500000US35039","Rio Arriba County, New Mexico","167300","5446"
"0500000US35041","Roosevelt County, New Mexico","118200","10048"
"0500000US35043","Sandoval County, New Mexico","200900","4543"
"0500000US35045","San Juan County, New Mexico","151200","4094"
"0500000US35047","San Miguel County, New Mexico","135000","14970"
"0500000US35049","Santa Fe County, New Mexico","291800","4739"
"0500000US35051","Sierra County, New Mexico","117400","11164"
"0500000US35053","Socorro County, New Mexico","124100","14843"
"0500000US35055","Taos County, New Mexico","239500","10697"
"0500000US35057","Torrance County, New Mexico","114300","15241"
"0500000US35059","Union County, New Mexico","88000","21031"
"0500000US35061","Valencia County, New Mexico","142600","4566"
"0500000US36001","Albany County, New York","222500","2322"
"0500000US36003","Allegany County, New York","76400","1468"
"0500000US36005","Bronx County, New York","404700","4738"
"0500000US36007","Broome County, New York","117000","1864"
"0500000US36009","Cattaraugus County, New York","88100","1553"
"0500000US36011","Cayuga County, New York","128000","3125"
"0500000US36013","Chautauqua County, New York","88000","1478"
"0500000US36015","Chemung County, New York","105800","2993"
"0500000US36017","Chenango County, New York","98400","3088"
"0500000US36019","Clinton County, New York","134100","3805"
"0500000US36021","Columbia County, New York","233600","5032"
"0500000US36023","Cortland County, New York","123800","2980"
"0500000US36025","Delaware County, New York","139300","6192"
"0500000US36027","Dutchess County, New York","282000","2569"
"0500000US36029","Erie County, New York","153400","986"
"0500000US36031","Essex County, New York","153600","5920"
"0500000US36033","Franklin County, New York","108700","4740"
"0500000US36035","Fulton County, New York","109600","5196"
"0500000US36037","Genesee County, New York","119800","3188"
"0500000US36039","Greene County, New York","176300","5879"
"0500000US36041","Hamilton County, New York","166000","7039"
"0500000US36043","Herkimer County, New York","100000","3677"
"0500000US36045","Jefferson County, New York","149900","4069"
"0500000US36047","Kings County, New York","706000","4275"
"0500000US36049","Lewis County, New York","120200","3989"
"0500000US36051","Livingston County, New York","129400","3348"
"0500000US36053","Madison County, New York","136800","5263"
"0500000US36055","Monroe County, New York","148400","1035"
"0500000US36057","Montgomery County, New York","105400","4955"
"0500000US36059","Nassau County, New York","493500","1577"
"0500000US36061","New York County, New York","987700","15685"
"0500000US36063","Niagara County, New York","125600","2645"
"0500000US36065","Oneida County, New York","127700","2130"
"0500000US36067","Onondaga County, New York","145400","1363"
"0500000US36069","Ontario County, New York","161800","3509"
"0500000US36071","Orange County, New York","271200","2777"
"0500000US36073","Orleans County, New York","98400","3194"
"0500000US36075","Oswego County, New York","104600","2523"
"0500000US36077","Otsego County, New York","146400","3833"
"0500000US36079","Putnam County, New York","358500","4187"
"0500000US36081","Queens County, New York","543800","3894"
"0500000US36083","Rensselaer County, New York","188700","2572"
"0500000US36085","Richmond County, New York","504800","6122"
"0500000US36087","Rockland County, New York","443400","3732"
"0500000US36089","St. Lawrence County, New York","93600","2149"
"0500000US36091","Saratoga County, New York","258300","3749"
"0500000US36093","Schenectady County, New York","169600","2339"
"0500000US36095","Schoharie County, New York","144800","6125"
"0500000US36097","Schuyler County, New York","133100","10109"
"0500000US36099","Seneca County, New York","107100","3712"
"0500000US36101","Steuben County, New York","99600","2139"
"0500000US36103","Suffolk County, New York","397400","1452"
"0500000US36105","Sullivan County, New York","172800","4079"
"0500000US36107","Tioga County, New York","119700","3095"
"0500000US36109","Tompkins County, New York","204600","6041"
"0500000US36111","Ulster County, New York","230500","3803"
"0500000US36113","Warren County, New York","196500","5354"
"0500000US36115","Washington County, New York","149000","5110"
"0500000US36117","Wayne County, New York","123800","2646"
"0500000US36119","Westchester County, New York","540600","5578"
"0500000US36121","Wyoming County, New York","115900","2918"
"0500000US36123","Yates County, New York","136300","8091"
"0500000US37001","Alamance County, North Carolina","154800","2576"
"0500000US37003","Alexander County, North Carolina","136500","4916"
"0500000US37005","Alleghany County, North Carolina","139800","12760"
"0500000US37007","Anson County, North Carolina","91200","8148"
"0500000US37009","Ashe County, North Carolina","153200","12024"
"0500000US37011","Avery County, North Carolina","144000","17805"
"0500000US37013","Beaufort County, North Carolina","132800","8641"
"0500000US37015","Bertie County, North Carolina","82200","5067"
"0500000US37017","Bladen County, North Carolina","95300","9625"
"0500000US37019","Brunswick County, North Carolina","212200","6031"
"0500000US37021","Buncombe County, North Carolina","238200","4231"
"0500000US37023","Burke County, North Carolina","120700","5034"
"0500000US37025","Cabarrus County, North Carolina","203100","4717"
"0500000US37027","Caldwell County, North Carolina","118100","4479"
"0500000US37029","Camden County, North Carolina","208800","14229"
"0500000US37031","Carteret County, North Carolina","214100","5592"
"0500000US37033","Caswell County, North Carolina","112800","6345"
"0500000US37035","Catawba County, North Carolina","143600","3011"
"0500000US37037","Chatham County, North Carolina","281700","10174"
"0500000US37039","Cherokee County, North Carolina","159100","6469"
"0500000US37041","Chowan County, North Carolina","131100","14052"
"0500000US37043","Clay County, North Carolina","180300","15045"
"0500000US37045","Cleveland County, North Carolina","120100","3094"
"0500000US37047","Columbus County, North Carolina","88900","3382"
"0500000US37049","Craven County, North Carolina","157900","3367"
"0500000US37051","Cumberland County, North Carolina","135300","2678"
"0500000US37053","Currituck County, North Carolina","257200","9718"
"0500000US37055","Dare County, North Carolina","289000","10191"
"0500000US37057","Davidson County, North Carolina","142100","3167"
"0500000US37059","Davie County, North Carolina","172600","8837"
"0500000US37061","Duplin County, North Carolina","90200","5166"
"0500000US37063","Durham County, North Carolina","223000","3133"
"0500000US37065","Edgecombe County, North Carolina","85700","2556"
"0500000US37067","Forsyth County, North Carolina","159300","1597"
"0500000US37069","Franklin County, North Carolina","150400","5768"
"0500000US37071","Gaston County, North Carolina","144200","2439"
"0500000US37073","Gates County, North Carolina","147700","10825"
"0500000US37075","Graham County, North Carolina","122300","9598"
"0500000US37077","Granville County, North Carolina","156000","4989"
"0500000US37079","Greene County, North Carolina","88600","4063"
"0500000US37081","Guilford County, North Carolina","167000","1893"
"0500000US37083","Halifax County, North Carolina","86300","2807"
"0500000US37085","Harnett County, North Carolina","154000","3034"
"0500000US37087","Haywood County, North Carolina","179700","7784"
"0500000US37089","Henderson County, North Carolina","214000","6019"
"0500000US37091","Hertford County, North Carolina","88600","4039"
"0500000US37093","Hoke County, North Carolina","139300","5249"
"0500000US37095","Hyde County, North Carolina","141500","46505"
"0500000US37097","Iredell County, North Carolina","190300","3767"
"0500000US37099","Jackson County, North Carolina","196100","11673"
"0500000US37101","Johnston County, North Carolina","165100","3716"
"0500000US37103","Jones County, North Carolina","89000","9824"
"0500000US37105","Lee County, North Carolina","144200","4197"
"0500000US37107","Lenoir County, North Carolina","95500","4216"
"0500000US37109","Lincoln County, North Carolina","172000","5742"
"0500000US37111","McDowell County, North Carolina","119200","6034"
"0500000US37113","Macon County, North Carolina","165600","6753"
"0500000US37115","Madison County, North Carolina","194500","20505"
"0500000US37117","Martin County, North Carolina","92500","7518"
"0500000US37119","Mecklenburg County, North Carolina","238000","2296"
"0500000US37121","Mitchell County, North Carolina","157400","7874"
"0500000US37123","Montgomery County, North Carolina","117700","9526"
"0500000US37125","Moore County, North Carolina","216500","6913"
"0500000US37127","Nash County, North Carolina","128200","4424"
"0500000US37129","New Hanover County, North Carolina","243600","4961"
"0500000US37131","Northampton County, North Carolina","83300","6196"
"0500000US37133","Onslow County, North Carolina","156900","3206"
"0500000US37135","Orange County, North Carolina","308800","7851"
"0500000US37137","Pamlico County, North Carolina","156000","11602"
"0500000US37139","Pasquotank County, North Carolina","163100","5719"
"0500000US37141","Pender County, North Carolina","198700","7821"
"0500000US37143","Perquimans County, North Carolina","172300","10524"
"0500000US37145","Person County, North Carolina","123100","4658"
"0500000US37147","Pitt County, North Carolina","148600","4413"
"0500000US37149","Polk County, North Carolina","225700","14616"
"0500000US37151","Randolph County, North Carolina","124100","2431"
"0500000US37153","Richmond County, North Carolina","83200","4136"
"0500000US37155","Robeson County, North Carolina","75600","1610"
"0500000US37157","Rockingham County, North Carolina","112800","2981"
"0500000US37159","Rowan County, North Carolina","136400","3654"
"0500000US37161","Rutherford County, North Carolina","118300","4115"
"0500000US37163","Sampson County, North Carolina","89300","4079"
"0500000US37165","Scotland County, North Carolina","85500","3258"
"0500000US37167","Stanly County, North Carolina","138900","4678"
"0500000US37169","Stokes County, North Carolina","137000","6328"
"0500000US37171","Surry County, North Carolina","126900","3489"
"0500000US37173","Swain County, North Carolina","139100","25365"
"0500000US37175","Transylvania County, North Carolina","221900","10389"
"0500000US37177","Tyrrell County, North Carolina","114800","24212"
"0500000US37179","Union County, North Carolina","241400","4357"
"0500000US37181","Vance County, North Carolina","101400","6155"
"0500000US37183","Wake County, North Carolina","281700","2214"
"0500000US37185","Warren County, North Carolina","94600","7062"
"0500000US37187","Washington County, North Carolina","85400","4752"
"0500000US37189","Watauga County, North Carolina","238000","7932"
"0500000US37191","Wayne County, North Carolina","123500","4623"
"0500000US37193","Wilkes County, North Carolina","126300","7084"
"0500000US37195","Wilson County, North Carolina","123600","4059"
"0500000US37197","Yadkin County, North Carolina","133100","7379"
"0500000US37199","Yancey County, North Carolina","157100","8139"
"0500000US38001","Adams County, North Dakota","121200","15736"
"0500000US38003","Barnes County, North Dakota","141400","14964"
"0500000US38005","Benson County, North Dakota","78100","7983"
"0500000US38007","Billings County, North Dakota","199400","21024"
"0500000US38009","Bottineau County, North Dakota","150100","10885"
"0500000US38011","Bowman County, North Dakota","148600","14427"
"0500000US38013","Burke County, North Dakota","114400","11341"
"0500000US38015","Burleigh County, North Dakota","263600","4607"
"0500000US38017","Cass County, North Dakota","223800","4892"
"0500000US38019","Cavalier County, North Dakota","104500","8001"
"0500000US38021","Dickey County, North Dakota","118100","10153"
"0500000US38023","Divide County, North Dakota","151200","34742"
"0500000US38025","Dunn County, North Dakota","192500","24405"
"0500000US38027","Eddy County, North Dakota","87700","8909"
"0500000US38029","Emmons County, North Dakota","97000","11082"
"0500000US38031","Foster County, North Dakota","143500","15017"
"0500000US38033","Golden Valley County, North Dakota","116200","8067"
"0500000US38035","Grand Forks County, North Dakota","206500","5219"
"0500000US38037","Grant County, North Dakota","81800","10332"
"0500000US38039","Griggs County, North Dakota","97600","17296"
"0500000US38041","Hettinger County, North Dakota","111200","6231"
"0500000US38043","Kidder County, North Dakota","114400","13258"
"0500000US38045","LaMoure County, North Dakota","107700","6880"
"0500000US38047","Logan County, North Dakota","86800","6826"
"0500000US38049","McHenry County, North Dakota","117100","6118"
"0500000US38051","McIntosh County, North Dakota","77100","8300"
"0500000US38053","McKenzie County, North Dakota","238600","26017"
"0500000US38055","McLean County, North Dakota","174400","7613"
"0500000US38057","Mercer County, North Dakota","177800","12440"
"0500000US38059","Morton County, North Dakota","208600","8772"
"0500000US38061","Mountrail County, North Dakota","165700","6254"
"0500000US38063","Nelson County, North Dakota","84300","6932"
"0500000US38065","Oliver County, North Dakota","190600","18089"
"0500000US38067","Pembina County, North Dakota","93300","6784"
"0500000US38069","Pierce County, North Dakota","128600","13671"
"0500000US38071","Ramsey County, North Dakota","164700","9133"
"0500000US38073","Ransom County, North Dakota","121700","9349"
"0500000US38075","Renville County, North Dakota","134700","18939"
"0500000US38077","Richland County, North Dakota","127900","7798"
"0500000US38079","Rolette County, North Dakota","84000","3922"
"0500000US38081","Sargent County, North Dakota","110200","9184"
"0500000US38083","Sheridan County, North Dakota","84400","9809"
"0500000US38085","Sioux County, North Dakota","83800","12245"
"0500000US38087","Slope County, North Dakota","101800","19725"
"0500000US38089","Stark County, North Dakota","239000","8390"
"0500000US38091","Steele County, North Dakota","85300","11317"
"0500000US38093","Stutsman County, North Dakota","155500","7544"
"0500000US38095","Towner County, North Dakota","70200","16176"
"0500000US38097","Traill County, North Dakota","150600","8515"
"0500000US38099","Walsh County, North Dakota","91100","5889"
"0500000US38101","Ward County, North Dakota","213100","5195"
"0500000US38103","Wells County, North Dakota","94800","18123"
"0500000US38105","Williams County, North Dakota","247400","14616"
"0500000US39001","Adams County, Ohio","105300","7982"
"0500000US39003","Allen County, Ohio","118100","2869"
"0500000US39005","Ashland County, Ohio","128400","4557"
"0500000US39007","Ashtabula County, Ohio","112700","2742"
"0500000US39009","Athens County, Ohio","129600","8773"
"0500000US39011","Auglaize County, Ohio","147300","4997"
"0500000US39013","Belmont County, Ohio","100500","3593"
"0500000US39015","Brown County, Ohio","132400","4915"
"0500000US39017","Butler County, Ohio","172900","2094"
"0500000US39019","Carroll County, Ohio","126500","8520"
"0500000US39021","Champaign County, Ohio","132800","3878"
"0500000US39023","Clark County, Ohio","115500","2098"
"0500000US39025","Clermont County, Ohio","170800","2289"
"0500000US39027","Clinton County, Ohio","128400","5700"
"0500000US39029","Columbiana County, Ohio","109400","2807"
"0500000US39031","Coshocton County, Ohio","99200","4284"
"0500000US39033","Crawford County, Ohio","88400","2608"
"0500000US39035","Cuyahoga County, Ohio","132800","1016"
"0500000US39037","Darke County, Ohio","123300","3504"
"0500000US39039","Defiance County, Ohio","119900","3510"
"0500000US39041","Delaware County, Ohio","308800","4647"
"0500000US39043","Erie County, Ohio","139900","3462"
"0500000US39045","Fairfield County, Ohio","185300","2981"
"0500000US39047","Fayette County, Ohio","113500","3342"
"0500000US39049","Franklin County, Ohio","175100","1462"
"0500000US39051","Fulton County, Ohio","138200","4260"
"0500000US39053","Gallia County, Ohio","110200","5558"
"0500000US39055","Geauga County, Ohio","240900","5400"
"0500000US39057","Greene County, Ohio","173000","2463"
"0500000US39059","Guernsey County, Ohio","114700","4635"
"0500000US39061","Hamilton County, Ohio","155400","1283"
"0500000US39063","Hancock County, Ohio","147600","4383"
"0500000US39065","Hardin County, Ohio","105300","5305"
"0500000US39067","Harrison County, Ohio","92700","4759"
"0500000US39069","Henry County, Ohio","125200","4630"
"0500000US39071","Highland County, Ohio","117400","7458"
"0500000US39073","Hocking County, Ohio","132800","5471"
"0500000US39075","Holmes County, Ohio","208700","12217"
"0500000US39077","Huron County, Ohio","124600","3927"
"0500000US39079","Jackson County, Ohio","97400","5284"
"0500000US39081","Jefferson County, Ohio","93000","2405"
"0500000US39083","Knox County, Ohio","155500","4342"
"0500000US39085","Lake County, Ohio","156200","1830"
"0500000US39087","Lawrence County, Ohio","106500","4626"
"0500000US39089","Licking County, Ohio","170200","2536"
"0500000US39091","Logan County, Ohio","131900","5643"
"0500000US39093","Lorain County, Ohio","150500","2221"
"0500000US39095","Lucas County, Ohio","116600","1478"
"0500000US39097","Madison County, Ohio","166500","4621"
"0500000US39099","Mahoning County, Ohio","105400","1970"
"0500000US39101","Marion County, Ohio","100800","4195"
"0500000US39103","Medina County, Ohio","196300","2254"
"0500000US39105","Meigs County, Ohio","95000","7274"
"0500000US39107","Mercer County, Ohio","153800","5461"
"0500000US39109","Miami County, Ohio","151400","3846"
"0500000US39111","Monroe County, Ohio","110000","5401"
"0500000US39113","Montgomery County, Ohio","119800","1464"
"0500000US39115","Morgan County, Ohio","99900","5123"
"0500000US39117","Morrow County, Ohio","152800","5133"
"0500000US39119","Muskingum County, Ohio","120200","3413"
"0500000US39121","Noble County, Ohio","100500","9584"
"0500000US39123","Ottawa County, Ohio","152000","4344"
"0500000US39125","Paulding County, Ohio","97000","3171"
"0500000US39127","Perry County, Ohio","114100","6382"
"0500000US39129","Pickaway County, Ohio","163300","4624"
"0500000US39131","Pike County, Ohio","117100","9772"
"0500000US39133","Portage County, Ohio","159200","2783"
"0500000US39135","Preble County, Ohio","125100","4694"
"0500000US39137","Putnam County, Ohio","155800","3892"
"0500000US39139","Richland County, Ohio","110600","2659"
"0500000US39141","Ross County, Ohio","123800","4510"
"0500000US39143","Sandusky County, Ohio","115400","2960"
"0500000US39145","Scioto County, Ohio","97800","5450"
"0500000US39147","Seneca County, Ohio","106500","2605"
"0500000US39149","Shelby County, Ohio","145600","4592"
"0500000US39151","Stark County, Ohio","134300","1345"
"0500000US39153","Summit County, Ohio","146800","1772"
"0500000US39155","Trumbull County, Ohio","102600","2228"
"0500000US39157","Tuscarawas County, Ohio","132100","3633"
"0500000US39159","Union County, Ohio","203800","7559"
"0500000US39161","Van Wert County, Ohio","104900","4621"
"0500000US39163","Vinton County, Ohio","91500","6605"
"0500000US39165","Warren County, Ohio","222500","3431"
"0500000US39167","Washington County, Ohio","132400","5196"
"0500000US39169","Wayne County, Ohio","148900","2528"
"0500000US39171","Williams County, Ohio","105400","4098"
"0500000US39173","Wood County, Ohio","163600","2305"
"0500000US39175","Wyandot County, Ohio","122200","5537"
"0500000US40001","Adair County, Oklahoma","87600","3265"
"0500000US40003","Alfalfa County, Oklahoma","85700","4895"
"0500000US40005","Atoka County, Oklahoma","102900","8883"
"0500000US40007","Beaver County, Oklahoma","101200","9431"
"0500000US40009","Beckham County, Oklahoma","128400","16079"
"0500000US40011","Blaine County, Oklahoma","85100","5087"
"0500000US40013","Bryan County, Oklahoma","117400","4370"
"0500000US40015","Caddo County, Oklahoma","84900","2012"
"0500000US40017","Canadian County, Oklahoma","165500","2106"
"0500000US40019","Carter County, Oklahoma","113000","5400"
"0500000US40021","Cherokee County, Oklahoma","118000","4100"
"0500000US40023","Choctaw County, Oklahoma","96800","4917"
"0500000US40025","Cimarron County, Oklahoma","56500","7614"
"0500000US40027","Cleveland County, Oklahoma","165600","1881"
"0500000US40029","Coal County, Oklahoma","83800","7333"
"0500000US40031","Comanche County, Oklahoma","124600","3915"
"0500000US40033","Cotton County, Oklahoma","76700","8223"
"0500000US40035","Craig County, Oklahoma","109000","4725"
"0500000US40037","Creek County, Oklahoma","122700","3331"
"0500000US40039","Custer County, Oklahoma","142500","7637"
"0500000US40041","Delaware County, Oklahoma","117900","5547"
"0500000US40043","Dewey County, Oklahoma","97700","15641"
"0500000US40045","Ellis County, Oklahoma","89800","7242"
"0500000US40047","Garfield County, Oklahoma","112600","5239"
"0500000US40049","Garvin County, Oklahoma","98500","5267"
"0500000US40051","Grady County, Oklahoma","134300","4470"
"0500000US40053","Grant County, Oklahoma","81000","5948"
"0500000US40055","Greer County, Oklahoma","76500","8427"
"0500000US40057","Harmon County, Oklahoma","66500","8581"
"0500000US40059","Harper County, Oklahoma","77200","6359"
"0500000US40061","Haskell County, Oklahoma","96100","6578"
"0500000US40063","Hughes County, Oklahoma","73100","4998"
"0500000US40065","Jackson County, Oklahoma","106500","9952"
"0500000US40067","Jefferson County, Oklahoma","66400","4201"
"0500000US40069","Johnston County, Oklahoma","80800","4546"
"0500000US40071","Kay County, Oklahoma","92100","4047"
"0500000US40073","Kingfisher County, Oklahoma","144700","9245"
"0500000US40075","Kiowa County, Oklahoma","62900","4560"
"0500000US40077","Latimer County, Oklahoma","87000","5175"
"0500000US40079","Le Flore County, Oklahoma","90300","2579"
"0500000US40081","Lincoln County, Oklahoma","110800","5556"
"0500000US40083","Logan County, Oklahoma","169500","7432"
