metro_code,metro_name,metro_pop,metro_apps,metro_type,variable_name,total_count,loan,denied,is_reliable,reliable_note,odds_ratio
23540,"Gainesville, FL",323799.0,2426,Metropolitan Statistical Area,Latino,206.0,184.0,22.0,False,Not enough variance in variables,2.2
23540,"Gainesville, FL",323799.0,2426,Metropolitan Statistical Area,Native American,9.0,8.0,1.0,False,Not enough variance in variables,0.9
23540,"Gainesville, FL",323799.0,2426,Metropolitan Statistical Area,AAPI,170.0,153.0,17.0,False,Not enough variance in variables,1.7
20420,"Durango, CO",55617.0,594,Micropolitan Statistical Area,Black,1.0,1.0,0.0,False,No results,
20420,"Durango, CO",55617.0,594,Micropolitan Statistical Area,Latino,18.0,17.0,1.0,False,No results,
20420,"Durango, CO",55617.0,594,Micropolitan Statistical Area,Native American,7.0,7.0,0.0,False,No results,
20420,"Durango, CO",55617.0,594,Micropolitan Statistical Area,AAPI,5.0,5.0,0.0,False,No results,
31700,"Manchester-Nashua, NH",413035.0,4217,Metropolitan Statistical Area,Black,43.0,32.0,11.0,False,No results,
31700,"Manchester-Nashua, NH",413035.0,4217,Metropolitan Statistical Area,Latino,147.0,126.0,21.0,False,No results,
31700,"Manchester-Nashua, NH",413035.0,4217,Metropolitan Statistical Area,Native American,7.0,6.0,1.0,False,No results,
31700,"Manchester-Nashua, NH",413035.0,4217,Metropolitan Statistical Area,AAPI,182.0,159.0,23.0,False,No results,
25860,"Hickory-Lenoir-Morganton, NC",366678.0,2299,Metropolitan Statistical Area,Black,42.0,39.0,3.0,False,No results,
25860,"Hickory-Lenoir-Morganton, NC",366678.0,2299,Metropolitan Statistical Area,Latino,109.0,101.0,8.0,False,No results,
25860,"Hickory-Lenoir-Morganton, NC",366678.0,2299,Metropolitan Statistical Area,Native American,7.0,7.0,0.0,False,No results,
25860,"Hickory-Lenoir-Morganton, NC",366678.0,2299,Metropolitan Statistical Area,AAPI,79.0,66.0,13.0,False,No results,
27980,"Kahului-Wailuku-Lahaina, HI",165979.0,1057,Metropolitan Statistical Area,Black,8.0,7.0,1.0,False,No results,
27980,"Kahului-Wailuku-Lahaina, HI",165979.0,1057,Metropolitan Statistical Area,Latino,51.0,48.0,3.0,False,No results,
27980,"Kahului-Wailuku-Lahaina, HI",165979.0,1057,Metropolitan Statistical Area,Native American,8.0,7.0,1.0,False,No results,
27980,"Kahului-Wailuku-Lahaina, HI",165979.0,1057,Metropolitan Statistical Area,AAPI,260.0,243.0,17.0,False,No results,
21260,"Ellensburg, WA",45897.0,462,Micropolitan Statistical Area,Black,2.0,2.0,0.0,False,No results,
21260,"Ellensburg, WA",45897.0,462,Micropolitan Statistical Area,Latino,16.0,16.0,0.0,False,No results,
21260,"Ellensburg, WA",45897.0,462,Micropolitan Statistical Area,Native American,5.0,5.0,0.0,False,No results,
21260,"Ellensburg, WA",45897.0,462,Micropolitan Statistical Area,AAPI,3.0,3.0,0.0,False,No results,
39300,"Providence-Warwick, RI-MA",1618268.0,11632,Metropolitan Statistical Area,Black,370.0,327.0,43.0,True,Statistically significant disparity,1.6
39300,"Providence-Warwick, RI-MA",1618268.0,11632,Metropolitan Statistical Area,Latino,666.0,596.0,70.0,True,Statistically significant disparity,1.7
39300,"Providence-Warwick, RI-MA",1618268.0,11632,Metropolitan Statistical Area,Native American,20.0,16.0,4.0,False,Not statistically significant,1.7
39300,"Providence-Warwick, RI-MA",1618268.0,11632,Metropolitan Statistical Area,AAPI,393.0,357.0,36.0,True,Statistically significant disparity,1.8
34180,"Moses Lake, WA",95502.0,553,Micropolitan Statistical Area,Black,7.0,7.0,0.0,False,Not enough variance in variables,0.0
34180,"Moses Lake, WA",95502.0,553,Micropolitan Statistical Area,Latino,108.0,94.0,14.0,False,Not enough variance in variables,1.8
34180,"Moses Lake, WA",95502.0,553,Micropolitan Statistical Area,Native American,7.0,6.0,1.0,False,Not enough variance in variables,0.9
34180,"Moses Lake, WA",95502.0,553,Micropolitan Statistical Area,AAPI,10.0,10.0,0.0,False,Not enough variance in variables,0.0
24180,"Granbury, TX",58318.0,570,Micropolitan Statistical Area,Black,1.0,0.0,1.0,False,No results,
24180,"Granbury, TX",58318.0,570,Micropolitan Statistical Area,Latino,24.0,22.0,2.0,False,No results,
24180,"Granbury, TX",58318.0,570,Micropolitan Statistical Area,Native American,2.0,1.0,1.0,False,No results,
24180,"Granbury, TX",58318.0,570,Micropolitan Statistical Area,AAPI,8.0,8.0,0.0,False,No results,
13420,"Bemidji, MN",46403.0,171,Micropolitan Statistical Area,Black,0.0,0.0,0.0,False,No results,
13420,"Bemidji, MN",46403.0,171,Micropolitan Statistical Area,Latino,2.0,1.0,1.0,False,No results,
13420,"Bemidji, MN",46403.0,171,Micropolitan Statistical Area,Native American,6.0,2.0,4.0,False,No results,
13420,"Bemidji, MN",46403.0,171,Micropolitan Statistical Area,AAPI,3.0,2.0,1.0,False,No results,
28420,"Kennewick-Richland, WA",289527.0,3149,Metropolitan Statistical Area,Black,11.0,11.0,0.0,False,Not statistically significant,0.0
28420,"Kennewick-Richland, WA",289527.0,3149,Metropolitan Statistical Area,Latino,546.0,521.0,25.0,False,Not statistically significant,0.9
28420,"Kennewick-Richland, WA",289527.0,3149,Metropolitan Statistical Area,Native American,20.0,19.0,1.0,False,Not statistically significant,1.9
28420,"Kennewick-Richland, WA",289527.0,3149,Metropolitan Statistical Area,AAPI,120.0,114.0,6.0,False,Not statistically significant,0.7
44140,"Springfield, MA",699480.0,4165,Metropolitan Statistical Area,Black,157.0,139.0,18.0,False,Not statistically significant,1.9
44140,"Springfield, MA",699480.0,4165,Metropolitan Statistical Area,Latino,389.0,352.0,37.0,False,Not statistically significant,1.6
44140,"Springfield, MA",699480.0,4165,Metropolitan Statistical Area,Native American,9.0,8.0,1.0,False,Not statistically significant,3.2
44140,"Springfield, MA",699480.0,4165,Metropolitan Statistical Area,AAPI,171.0,152.0,19.0,True,Statistically significant disparity,2.0
13460,"Bend, OR",186251.0,2782,Metropolitan Statistical Area,Black,5.0,5.0,0.0,False,No results,
13460,"Bend, OR",186251.0,2782,Metropolitan Statistical Area,Latino,66.0,61.0,5.0,False,No results,
13460,"Bend, OR",186251.0,2782,Metropolitan Statistical Area,Native American,13.0,13.0,0.0,False,No results,
13460,"Bend, OR",186251.0,2782,Metropolitan Statistical Area,AAPI,41.0,37.0,4.0,False,No results,
44100,"Springfield, IL",209167.0,1991,Metropolitan Statistical Area,Black,67.0,60.0,7.0,False,No results,
44100,"Springfield, IL",209167.0,1991,Metropolitan Statistical Area,Latino,39.0,37.0,2.0,False,No results,
44100,"Springfield, IL",209167.0,1991,Metropolitan Statistical Area,Native American,7.0,7.0,0.0,False,No results,
44100,"Springfield, IL",209167.0,1991,Metropolitan Statistical Area,AAPI,65.0,62.0,3.0,False,No results,
31140,"Louisville/Jefferson County, KY-IN",1257088.0,10770,Metropolitan Statistical Area,Black,505.0,459.0,46.0,True,Statistically significant disparity,1.7
31140,"Louisville/Jefferson County, KY-IN",1257088.0,10770,Metropolitan Statistical Area,Latino,559.0,503.0,56.0,False,Not statistically significant,1.1
31140,"Louisville/Jefferson County, KY-IN",1257088.0,10770,Metropolitan Statistical Area,Native American,20.0,17.0,3.0,False,Not statistically significant,2.6
31140,"Louisville/Jefferson County, KY-IN",1257088.0,10770,Metropolitan Statistical Area,AAPI,370.0,343.0,27.0,False,Not statistically significant,1.6
30460,"Lexington-Fayette, KY",510647.0,4447,Metropolitan Statistical Area,Black,169.0,157.0,12.0,False,Not enough variance in variables,1.4
30460,"Lexington-Fayette, KY",510647.0,4447,Metropolitan Statistical Area,Latino,195.0,177.0,18.0,False,Not enough variance in variables,1.7
30460,"Lexington-Fayette, KY",510647.0,4447,Metropolitan Statistical Area,Native American,3.0,2.0,1.0,False,Not enough variance in variables,10.2
30460,"Lexington-Fayette, KY",510647.0,4447,Metropolitan Statistical Area,AAPI,188.0,176.0,12.0,False,Not enough variance in variables,1.4
40080,"Richmond-Berea, KY",105026.0,640,Micropolitan Statistical Area,Black,9.0,9.0,0.0,False,No results,
40080,"Richmond-Berea, KY",105026.0,640,Micropolitan Statistical Area,Latino,13.0,11.0,2.0,False,No results,
40080,"Richmond-Berea, KY",105026.0,640,Micropolitan Statistical Area,Native American,2.0,2.0,0.0,False,No results,
40080,"Richmond-Berea, KY",105026.0,640,Micropolitan Statistical Area,AAPI,9.0,9.0,0.0,False,No results,
48580,"Whitewater, WI",103074.0,923,Micropolitan Statistical Area,Black,1.0,1.0,0.0,False,No results,
48580,"Whitewater, WI",103074.0,923,Micropolitan Statistical Area,Latino,43.0,40.0,3.0,False,No results,
48580,"Whitewater, WI",103074.0,923,Micropolitan Statistical Area,Native American,1.0,1.0,0.0,False,No results,
48580,"Whitewater, WI",103074.0,923,Micropolitan Statistical Area,AAPI,8.0,8.0,0.0,False,No results,
14540,"Bowling Green, KY",174498.0,1116,Metropolitan Statistical Area,Black,29.0,29.0,0.0,False,No results,
14540,"Bowling Green, KY",174498.0,1116,Metropolitan Statistical Area,Latino,31.0,28.0,3.0,False,No results,
14540,"Bowling Green, KY",174498.0,1116,Metropolitan Statistical Area,Native American,1.0,1.0,0.0,False,No results,
14540,"Bowling Green, KY",174498.0,1116,Metropolitan Statistical Area,AAPI,83.0,77.0,6.0,False,No results,
28500,"Kerrville, TX",51843.0,258,Micropolitan Statistical Area,Black,0.0,0.0,0.0,False,No results,
28500,"Kerrville, TX",51843.0,258,Micropolitan Statistical Area,Latino,25.0,23.0,2.0,False,No results,
28500,"Kerrville, TX",51843.0,258,Micropolitan Statistical Area,Native American,1.0,1.0,0.0,False,No results,
28500,"Kerrville, TX",51843.0,258,Micropolitan Statistical Area,AAPI,5.0,5.0,0.0,False,No results,
12680,"Bardstown, KY",45650.0,233,Micropolitan Statistical Area,Black,0.0,0.0,0.0,False,No results,
12680,"Bardstown, KY",45650.0,233,Micropolitan Statistical Area,Latino,4.0,2.0,2.0,False,No results,
12680,"Bardstown, KY",45650.0,233,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
12680,"Bardstown, KY",45650.0,233,Micropolitan Statistical Area,AAPI,0.0,0.0,0.0,False,No results,
40484,"Rockingham County-Strafford County, NH",435483.0,4480,Metropolitan Division,Black,25.0,21.0,4.0,False,Not enough applications,5.9
40484,"Rockingham County-Strafford County, NH",435483.0,4480,Metropolitan Division,Latino,99.0,88.0,11.0,False,Not statistically significant,1.8
40484,"Rockingham County-Strafford County, NH",435483.0,4480,Metropolitan Division,Native American,9.0,8.0,1.0,False,Not statistically significant,2.5
40484,"Rockingham County-Strafford County, NH",435483.0,4480,Metropolitan Division,AAPI,105.0,92.0,13.0,True,Statistically significant disparity,3.0
23180,"Frankfort, KY",72938.0,441,Micropolitan Statistical Area,Black,9.0,5.0,4.0,False,No results,
23180,"Frankfort, KY",72938.0,441,Micropolitan Statistical Area,Latino,9.0,7.0,2.0,False,No results,
23180,"Frankfort, KY",72938.0,441,Micropolitan Statistical Area,Native American,2.0,2.0,0.0,False,No results,
23180,"Frankfort, KY",72938.0,441,Micropolitan Statistical Area,AAPI,7.0,7.0,0.0,False,No results,
18260,"Cookeville, TN",111197.0,527,Micropolitan Statistical Area,Black,2.0,2.0,0.0,False,No results,
18260,"Cookeville, TN",111197.0,527,Micropolitan Statistical Area,Latino,17.0,17.0,0.0,False,No results,
18260,"Cookeville, TN",111197.0,527,Micropolitan Statistical Area,Native American,3.0,3.0,0.0,False,No results,
18260,"Cookeville, TN",111197.0,527,Micropolitan Statistical Area,AAPI,10.0,10.0,0.0,False,No results,
43220,"Shelton, WA",63804.0,433,Micropolitan Statistical Area,Black,4.0,3.0,1.0,False,No results,
43220,"Shelton, WA",63804.0,433,Micropolitan Statistical Area,Latino,26.0,24.0,2.0,False,No results,
43220,"Shelton, WA",63804.0,433,Micropolitan Statistical Area,Native American,10.0,10.0,0.0,False,No results,
43220,"Shelton, WA",63804.0,433,Micropolitan Statistical Area,AAPI,16.0,12.0,4.0,False,No results,
10620,"Albemarle, NC",61588.0,497,Micropolitan Statistical Area,Black,21.0,19.0,2.0,False,No results,
10620,"Albemarle, NC",61588.0,497,Micropolitan Statistical Area,Latino,15.0,13.0,2.0,False,No results,
10620,"Albemarle, NC",61588.0,497,Micropolitan Statistical Area,Native American,1.0,1.0,0.0,False,No results,
10620,"Albemarle, NC",61588.0,497,Micropolitan Statistical Area,AAPI,7.0,6.0,1.0,False,No results,
20220,"Dubuque, IA",96982.0,990,Metropolitan Statistical Area,Black,8.0,8.0,0.0,False,No results,
20220,"Dubuque, IA",96982.0,990,Metropolitan Statistical Area,Latino,16.0,14.0,2.0,False,No results,
20220,"Dubuque, IA",96982.0,990,Metropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
20220,"Dubuque, IA",96982.0,990,Metropolitan Statistical Area,AAPI,10.0,9.0,1.0,False,No results,
46140,"Tulsa, OK",990544.0,6975,Metropolitan Statistical Area,Black,155.0,133.0,22.0,True,Statistically significant disparity,2.1
46140,"Tulsa, OK",990544.0,6975,Metropolitan Statistical Area,Latino,612.0,568.0,44.0,False,Not statistically significant,0.9
46140,"Tulsa, OK",990544.0,6975,Metropolitan Statistical Area,Native American,419.0,399.0,20.0,False,Not statistically significant,0.9
46140,"Tulsa, OK",990544.0,6975,Metropolitan Statistical Area,AAPI,298.0,274.0,24.0,False,Not statistically significant,1.5
47300,"Visalia, CA",461898.0,1885,Metropolitan Statistical Area,Black,11.0,11.0,0.0,False,Not enough variance in variables,0.0
47300,"Visalia, CA",461898.0,1885,Metropolitan Statistical Area,Latino,772.0,721.0,51.0,False,Not enough variance in variables,0.9
47300,"Visalia, CA",461898.0,1885,Metropolitan Statistical Area,Native American,3.0,3.0,0.0,False,Not enough variance in variables,0.0
47300,"Visalia, CA",461898.0,1885,Metropolitan Statistical Area,AAPI,97.0,89.0,8.0,False,Not enough variance in variables,1.2
14820,"Brevard, NC",33775.0,257,Micropolitan Statistical Area,Black,5.0,4.0,1.0,False,No results,
14820,"Brevard, NC",33775.0,257,Micropolitan Statistical Area,Latino,8.0,7.0,1.0,False,No results,
14820,"Brevard, NC",33775.0,257,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
14820,"Brevard, NC",33775.0,257,Micropolitan Statistical Area,AAPI,4.0,3.0,1.0,False,No results,
38860,"Portland-South Portland, ME",532075.0,4800,Metropolitan Statistical Area,Black,40.0,37.0,3.0,False,No results,
38860,"Portland-South Portland, ME",532075.0,4800,Metropolitan Statistical Area,Latino,41.0,36.0,5.0,False,No results,
38860,"Portland-South Portland, ME",532075.0,4800,Metropolitan Statistical Area,Native American,6.0,5.0,1.0,False,No results,
38860,"Portland-South Portland, ME",532075.0,4800,Metropolitan Statistical Area,AAPI,115.0,107.0,8.0,False,No results,
39820,"Redding, CA",179212.0,1201,Metropolitan Statistical Area,Black,11.0,9.0,2.0,False,No results,
39820,"Redding, CA",179212.0,1201,Metropolitan Statistical Area,Latino,66.0,62.0,4.0,False,No results,
39820,"Redding, CA",179212.0,1201,Metropolitan Statistical Area,Native American,25.0,24.0,1.0,False,No results,
39820,"Redding, CA",179212.0,1201,Metropolitan Statistical Area,AAPI,42.0,40.0,2.0,False,No results,
18300,"Coos Bay, OR",63686.0,394,Micropolitan Statistical Area,Black,1.0,1.0,0.0,False,No results,
18300,"Coos Bay, OR",63686.0,394,Micropolitan Statistical Area,Latino,9.0,9.0,0.0,False,No results,
18300,"Coos Bay, OR",63686.0,394,Micropolitan Statistical Area,Native American,4.0,4.0,0.0,False,No results,
18300,"Coos Bay, OR",63686.0,394,Micropolitan Statistical Area,AAPI,7.0,7.0,0.0,False,No results,
49420,"Yakima, WA",249697.0,1369,Metropolitan Statistical Area,Black,3.0,3.0,0.0,False,No results,
49420,"Yakima, WA",249697.0,1369,Metropolitan Statistical Area,Latino,427.0,402.0,25.0,False,No results,
49420,"Yakima, WA",249697.0,1369,Metropolitan Statistical Area,Native American,13.0,13.0,0.0,False,No results,
49420,"Yakima, WA",249697.0,1369,Metropolitan Statistical Area,AAPI,27.0,26.0,1.0,False,No results,
43940,"Spearfish, SD",25478.0,149,Micropolitan Statistical Area,Black,1.0,1.0,0.0,False,No results,
43940,"Spearfish, SD",25478.0,149,Micropolitan Statistical Area,Latino,3.0,3.0,0.0,False,No results,
43940,"Spearfish, SD",25478.0,149,Micropolitan Statistical Area,Native American,2.0,2.0,0.0,False,No results,
43940,"Spearfish, SD",25478.0,149,Micropolitan Statistical Area,AAPI,1.0,1.0,0.0,False,No results,
19000,"Cullowhee, NC",57198.0,285,Micropolitan Statistical Area,Black,2.0,2.0,0.0,False,No results,
19000,"Cullowhee, NC",57198.0,285,Micropolitan Statistical Area,Latino,5.0,4.0,1.0,False,No results,
19000,"Cullowhee, NC",57198.0,285,Micropolitan Statistical Area,Native American,16.0,12.0,4.0,False,No results,
19000,"Cullowhee, NC",57198.0,285,Micropolitan Statistical Area,AAPI,1.0,1.0,0.0,False,No results,
41180,"St. Louis, MO-IL",2805190.0,24113,Metropolitan Statistical Area,Black,1085.0,932.0,153.0,True,Statistically significant disparity,1.7
41180,"St. Louis, MO-IL",2805190.0,24113,Metropolitan Statistical Area,Latino,576.0,529.0,47.0,False,Not statistically significant,1.1
41180,"St. Louis, MO-IL",2805190.0,24113,Metropolitan Statistical Area,Native American,51.0,40.0,11.0,False,Not enough applications,5.2
41180,"St. Louis, MO-IL",2805190.0,24113,Metropolitan Statistical Area,AAPI,924.0,865.0,59.0,True,Statistically significant disparity,1.6
45860,"Torrington, CT",182002.0,1275,Micropolitan Statistical Area,Black,25.0,21.0,4.0,False,No results,
45860,"Torrington, CT",182002.0,1275,Micropolitan Statistical Area,Latino,104.0,91.0,13.0,False,No results,
45860,"Torrington, CT",182002.0,1275,Micropolitan Statistical Area,Native American,2.0,2.0,0.0,False,No results,
45860,"Torrington, CT",182002.0,1275,Micropolitan Statistical Area,AAPI,21.0,18.0,3.0,False,No results,
11540,"Appleton, WI",235628.0,2636,Metropolitan Statistical Area,Black,19.0,15.0,4.0,False,No results,
11540,"Appleton, WI",235628.0,2636,Metropolitan Statistical Area,Latino,59.0,55.0,4.0,False,No results,
11540,"Appleton, WI",235628.0,2636,Metropolitan Statistical Area,Native American,10.0,9.0,1.0,False,No results,
11540,"Appleton, WI",235628.0,2636,Metropolitan Statistical Area,AAPI,73.0,66.0,7.0,False,No results,
36780,"Oshkosh-Neenah, WI",170411.0,1636,Metropolitan Statistical Area,Black,13.0,11.0,2.0,False,No results,
36780,"Oshkosh-Neenah, WI",170411.0,1636,Metropolitan Statistical Area,Latino,32.0,30.0,2.0,False,No results,
36780,"Oshkosh-Neenah, WI",170411.0,1636,Metropolitan Statistical Area,Native American,5.0,5.0,0.0,False,No results,
36780,"Oshkosh-Neenah, WI",170411.0,1636,Metropolitan Statistical Area,AAPI,47.0,45.0,2.0,False,No results,
33340,"Milwaukee-Waukesha, WI",1575223.0,15049,Metropolitan Statistical Area,Black,574.0,496.0,78.0,False,Not enough variance in variables,1.6
33340,"Milwaukee-Waukesha, WI",1575223.0,15049,Metropolitan Statistical Area,Latino,990.0,908.0,82.0,False,Not enough variance in variables,1.3
33340,"Milwaukee-Waukesha, WI",1575223.0,15049,Metropolitan Statistical Area,Native American,36.0,36.0,0.0,False,Not enough variance in variables,0.0
33340,"Milwaukee-Waukesha, WI",1575223.0,15049,Metropolitan Statistical Area,AAPI,795.0,732.0,63.0,False,Not enough variance in variables,1.5
24580,"Green Bay, WI",319401.0,2949,Metropolitan Statistical Area,Black,16.0,11.0,5.0,False,Not enough variance in variables,21.4
24580,"Green Bay, WI",319401.0,2949,Metropolitan Statistical Area,Latino,150.0,142.0,8.0,False,Not enough variance in variables,1.2
24580,"Green Bay, WI",319401.0,2949,Metropolitan Statistical Area,Native American,11.0,11.0,0.0,False,Not enough variance in variables,0.0
24580,"Green Bay, WI",319401.0,2949,Metropolitan Statistical Area,AAPI,70.0,61.0,9.0,False,Not enough variance in variables,5.5
34900,"Napa, CA",139623.0,796,Metropolitan Statistical Area,Black,9.0,7.0,2.0,False,No results,
34900,"Napa, CA",139623.0,796,Metropolitan Statistical Area,Latino,101.0,91.0,10.0,False,No results,
34900,"Napa, CA",139623.0,796,Metropolitan Statistical Area,Native American,1.0,1.0,0.0,False,No results,
34900,"Napa, CA",139623.0,796,Metropolitan Statistical Area,AAPI,52.0,46.0,6.0,False,No results,
33740,"Monroe, LA",203457.0,620,Metropolitan Statistical Area,Black,59.0,48.0,11.0,False,Not enough variance in variables,2.9
33740,"Monroe, LA",203457.0,620,Metropolitan Statistical Area,Latino,9.0,9.0,0.0,False,Not enough variance in variables,0.0
33740,"Monroe, LA",203457.0,620,Metropolitan Statistical Area,Native American,2.0,2.0,0.0,False,Not enough variance in variables,0.0
33740,"Monroe, LA",203457.0,620,Metropolitan Statistical Area,AAPI,10.0,9.0,1.0,False,Not enough variance in variables,9.7
16140,"Carroll, IA",20281.0,125,Micropolitan Statistical Area,Black,0.0,0.0,0.0,False,No results,
16140,"Carroll, IA",20281.0,125,Micropolitan Statistical Area,Latino,5.0,5.0,0.0,False,No results,
16140,"Carroll, IA",20281.0,125,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
16140,"Carroll, IA",20281.0,125,Micropolitan Statistical Area,AAPI,1.0,1.0,0.0,False,No results,
47940,"Waterloo-Cedar Falls, IA",169556.0,1829,Metropolitan Statistical Area,Black,42.0,41.0,1.0,False,Not enough variance in variables,0.8
47940,"Waterloo-Cedar Falls, IA",169556.0,1829,Metropolitan Statistical Area,Latino,51.0,50.0,1.0,False,Not enough variance in variables,0.7
47940,"Waterloo-Cedar Falls, IA",169556.0,1829,Metropolitan Statistical Area,Native American,5.0,5.0,0.0,False,Not enough variance in variables,0.0
47940,"Waterloo-Cedar Falls, IA",169556.0,1829,Metropolitan Statistical Area,AAPI,56.0,56.0,0.0,False,Not enough variance in variables,0.0
16300,"Cedar Rapids, IA",270056.0,3282,Metropolitan Statistical Area,Black,70.0,68.0,2.0,False,No results,
16300,"Cedar Rapids, IA",270056.0,3282,Metropolitan Statistical Area,Latino,67.0,65.0,2.0,False,No results,
16300,"Cedar Rapids, IA",270056.0,3282,Metropolitan Statistical Area,Native American,2.0,2.0,0.0,False,No results,
16300,"Cedar Rapids, IA",270056.0,3282,Metropolitan Statistical Area,AAPI,78.0,75.0,3.0,False,No results,
38420,"Platteville, WI",51733.0,275,Micropolitan Statistical Area,Black,2.0,2.0,0.0,False,No results,
38420,"Platteville, WI",51733.0,275,Micropolitan Statistical Area,Latino,1.0,1.0,0.0,False,No results,
38420,"Platteville, WI",51733.0,275,Micropolitan Statistical Area,Native American,1.0,0.0,1.0,False,No results,
38420,"Platteville, WI",51733.0,275,Micropolitan Statistical Area,AAPI,1.0,1.0,0.0,False,No results,
31540,"Madison, WI",653725.0,7110,Metropolitan Statistical Area,Black,113.0,104.0,9.0,False,Not statistically significant,1.5
31540,"Madison, WI",653725.0,7110,Metropolitan Statistical Area,Latino,214.0,192.0,22.0,True,Statistically significant disparity,2.6
31540,"Madison, WI",653725.0,7110,Metropolitan Statistical Area,Native American,16.0,15.0,1.0,False,Not statistically significant,1.9
31540,"Madison, WI",653725.0,7110,Metropolitan Statistical Area,AAPI,371.0,354.0,17.0,False,Not statistically significant,1.7
34700,"Muscatine, IA",42889.0,266,Micropolitan Statistical Area,Black,2.0,2.0,0.0,False,No results,
34700,"Muscatine, IA",42889.0,266,Micropolitan Statistical Area,Latino,28.0,17.0,11.0,False,No results,
34700,"Muscatine, IA",42889.0,266,Micropolitan Statistical Area,Native American,0.0,0.0,0.0,False,No results,
34700,"Muscatine, IA",42889.0,266,Micropolitan Statistical Area,AAPI,2.0,2.0,0.0,False,No results,
19780,"Des Moines-West Des Moines, IA",680439.0,8686,Metropolitan Statistical Area,Black,140.0,127.0,13.0,True,Statistically significant disparity,2.6
19780,"Des Moines-West Des Moines, IA",680439.0,8686,Metropolitan Statistical Area,Latino,336.0,308.0,28.0,False,Not statistically significant,1.2
19780,"Des Moines-West Des Moines, IA",680439.0,8686,Metropolitan Statistical Area,Native American,21.0,19.0,2.0,False,Not statistically significant,2.5
19780,"Des Moines-West Des Moines, IA",680439.0,8686,Metropolitan Statistical Area,AAPI,374.0,348.0,26.0,False,Not statistically significant,1.4
26980,"Iowa City, IA",170677.0,2137,Metropolitan Statistical Area,Black,69.0,65.0,4.0,False,Not enough variance in variables,1.9
26980,"Iowa City, IA",170677.0,2137,Metropolitan Statistical Area,Latino,70.0,69.0,1.0,False,Not enough variance in variables,0.5
26980,"Iowa City, IA",170677.0,2137,Metropolitan Statistical Area,Native American,2.0,2.0,0.0,False,Not enough variance in variables,0.0
26980,"Iowa City, IA",170677.0,2137,Metropolitan Statistical Area,AAPI,103.0,98.0,5.0,False,Not enough variance in variables,6.5
29100,"La Crosse-Onalaska, WI-MN",136542.0,1242,Metropolitan Statistical Area,Black,8.0,8.0,0.0,False,No results,
29100,"La Crosse-Onalaska, WI-MN",136542.0,1242,Metropolitan Statistical Area,Latino,17.0,17.0,0.0,False,No results,
29100,"La Crosse-Onalaska, WI-MN",136542.0,1242,Metropolitan Statistical Area,Native American,7.0,7.0,0.0,False,No results,
29100,"La Crosse-Onalaska, WI-MN",136542.0,1242,Metropolitan Statistical Area,AAPI,38.0,35.0,3.0,False,No results,
13180,"Beaver Dam, WI",87715.0,618,Micropolitan Statistical Area,Black,3.0,2.0,1.0,False,No results,
13180,"Beaver Dam, WI",87715.0,618,Micropolitan Statistical Area,Latino,22.0,18.0,4.0,False,No results,
13180,"Beaver Dam, WI",87715.0,618,Micropolitan Statistical Area,Native American,4.0,4.0,0.0,False,No results,
13180,"Beaver Dam, WI",87715.0,618,Micropolitan Statistical Area,AAPI,5.0,4.0,1.0,False,No results,
43100,"Sheboygan, WI",115178.0,1007,Metropolitan Statistical Area,Black,5.0,5.0,0.0,False,No results,
43100,"Sheboygan, WI",115178.0,1007,Metropolitan Statistical Area,Latino,35.0,33.0,2.0,False,No results,
43100,"Sheboygan, WI",115178.0,1007,Metropolitan Statistical Area,Native American,2.0,2.0,0.0,False,No results,
43100,"Sheboygan, WI",115178.0,1007,Metropolitan Statistical Area,AAPI,63.0,60.0,3.0,False,No results,
12660,"Baraboo, WI",63922.0,435,Micropolitan Statistical Area,Black,4.0,4.0,0.0,False,No results,
12660,"Baraboo, WI",63922.0,435,Micropolitan Statistical Area,Latino,11.0,9.0,2.0,False,No results,
12660,"Baraboo, WI",63922.0,435,Micropolitan Statistical Area,Native American,5.0,4.0,1.0,False,No results,
12660,"Baraboo, WI",63922.0,435,Micropolitan Statistical Area,AAPI,0.0,0.0,0.0,False,No results,
22540,"Fond du Lac, WI",102597.0,829,Metropolitan Statistical Area,Black,6.0,5.0,1.0,False,No results,
22540,"Fond du Lac, WI",102597.0,829,Metropolitan Statistical Area,Latino,26.0,26.0,0.0,False,No results,
22540,"Fond du Lac, WI",102597.0,829,Metropolitan Statistical Area,Native American,2.0,2.0,0.0,False,No results,
22540,"Fond du Lac, WI",102597.0,829,Metropolitan Statistical Area,AAPI,12.0,11.0,1.0,False,No results,
19340,"Davenport-Moline-Rock Island, IA-IL",381175.0,3010,Metropolitan Statistical Area,Black,73.0,68.0,5.0,False,Not enough variance in variables,2.6
19340,"Davenport-Moline-Rock Island, IA-IL",381175.0,3010,Metropolitan Statistical Area,Latino,172.0,156.0,16.0,False,Not enough variance in variables,3.0
19340,"Davenport-Moline-Rock Island, IA-IL",381175.0,3010,Metropolitan Statistical Area,Native American,9.0,8.0,1.0,False,Not enough variance in variables,3.2
