fips_state_code,fips_county_code,county_name,state_name,cbsa_code,cbsa_title,csa_code,csa_title,metro_type,metro_code,metro_name,metro_pop,metro_percentile,metro_type_def
02,013,Aleutians East Borough, Alaska,,,,,No Metro Area,,,,000,4
02,016,Aleutians West Census Area, Alaska,,,,,No Metro Area,,,,000,4
02,020,Anchorage Municipality, Alaska,11260,"Anchorage, AK",,,Metropolitan Statistical Area,11260,"Anchorage, AK",398900.0,6,1
02,037,,,,,,,No Metro Area,,,,000,4
02,050,Bethel Census Area, Alaska,,,,,No Metro Area,,,,000,4
02,060,Bristol Bay Borough, Alaska,,,,,No Metro Area,,,,000,4
02,070,Dillingham Census Area, Alaska,,,,,No Metro Area,,,,000,4
02,100,Haines Borough, Alaska,,,,,No Metro Area,,,,000,4
02,105,Hoonah-Angoon Census Area, Alaska,,,,,No Metro Area,,,,000,4
02,110,Juneau City and Borough, Alaska,27940,"Juneau, AK",,,Micropolitan Statistical Area,27940,"Juneau, AK",32227.0,111,2
02,122,Kenai Peninsula Borough, Alaska,,,,,No Metro Area,,,,000,4
02,130,Ketchikan Gateway Borough, Alaska,28540,"Ketchikan, AK",,,Micropolitan Statistical Area,28540,"Ketchikan, AK",13800.0,111,2
02,150,Kodiak Island Borough, Alaska,,,,,No Metro Area,,,,000,4
02,158,Kusilvak Census Area, Alaska,,,,,No Metro Area,,,,000,4
02,164,Lake and Peninsula Borough, Alaska,,,,,No Metro Area,,,,000,4
02,170,Matanuska-Susitna Borough, Alaska,11260,"Anchorage, AK",,,Metropolitan Statistical Area,11260,"Anchorage, AK",398900.0,6,1
02,180,Nome Census Area, Alaska,,,,,No Metro Area,,,,000,4
02,185,North Slope Borough, Alaska,,,,,No Metro Area,,,,000,4
02,188,Northwest Arctic Borough, Alaska,,,,,No Metro Area,,,,000,4
02,195,Petersburg Borough, Alaska,,,,,No Metro Area,,,,000,4
02,198,Prince of Wales-Hyder Census Area, Alaska,,,,,No Metro Area,,,,000,4
02,220,Sitka City and Borough, Alaska,,,,,No Metro Area,,,,000,4
02,230,Skagway Municipality, Alaska,,,,,No Metro Area,,,,000,4
02,261,Valdez-Cordova Census Area, Alaska,,,,,No Metro Area,,,,000,4
02,275,Wrangell City and Borough, Alaska,,,,,No Metro Area,,,,000,4
02,282,Yakutat City and Borough, Alaska,,,,,No Metro Area,,,,000,4
02,290,Yukon-Koyukuk Census Area, Alaska,,,,,No Metro Area,,,,000,4
04,011,Greenlee County, Arizona,,,,,No Metro Area,,,,000,4
04,012,La Paz County, Arizona,,,,,No Metro Area,,,,000,4
04,023,Santa Cruz County, Arizona,35700,"Nogales, AZ",536,"Tucson-Nogales, AZ",Micropolitan Statistical Area,35700,"Nogales, AZ",46480.0,111,2
05,021,Clay County, Arkansas,,,,,No Metro Area,,,,000,4
05,105,Perry County, Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",340,"Little Rock-North Little Rock, AR",Metropolitan Statistical Area,30780,"Little Rock-North Little Rock-Conway, AR",737015.0,7,1
06,003,Alpine County, California,,,,,No Metro Area,,,,000,4
06,091,Sierra County, California,,,,,No Metro Area,,,,000,4
06,105,Trinity County, California,,,,,No Metro Area,,,,000,4
08,003,Alamosa County, Colorado,,,,,No Metro Area,,,,000,4
08,009,Baca County, Colorado,,,,,No Metro Area,,,,000,4
08,015,Chaffee County, Colorado,,,,,No Metro Area,,,,000,4
08,017,Cheyenne County, Colorado,,,,,No Metro Area,,,,000,4
08,019,Clear Creek County, Colorado,19740,"Denver-Aurora-Lakewood, CO",216,"Denver-Aurora, CO",Metropolitan Statistical Area,19740,"Denver-Aurora-Lakewood, CO",2892066.0,9,1
08,025,Crowley County, Colorado,,,,,No Metro Area,,,,000,4
08,029,Delta County, Colorado,,,,,No Metro Area,,,,000,4
08,033,Dolores County, Colorado,,,,,No Metro Area,,,,000,4
08,047,Gilpin County, Colorado,19740,"Denver-Aurora-Lakewood, CO",216,"Denver-Aurora, CO",Metropolitan Statistical Area,19740,"Denver-Aurora-Lakewood, CO",2892066.0,9,1
08,051,Gunnison County, Colorado,,,,,No Metro Area,,,,000,4
08,053,Hinsdale County, Colorado,,,,,No Metro Area,,,,000,4
08,057,Jackson County, Colorado,,,,,No Metro Area,,,,000,4
08,061,Kiowa County, Colorado,,,,,No Metro Area,,,,000,4
08,063,Kit Carson County, Colorado,,,,,No Metro Area,,,,000,4
08,065,Lake County, Colorado,,,,,No Metro Area,,,,000,4
08,075,Logan County, Colorado,44540,"Sterling, CO",,,Micropolitan Statistical Area,44540,"Sterling, CO",22380.0,111,2
08,079,Mineral County, Colorado,,,,,No Metro Area,,,,000,4
08,081,Moffat County, Colorado,18780,"Craig, CO",525,"Steamboat Springs-Craig, CO",Micropolitan Statistical Area,18780,"Craig, CO",13127.0,111,2
08,089,Otero County, Colorado,,,,,No Metro Area,,,,000,4
08,091,Ouray County, Colorado,33940,"Montrose, CO",,,Micropolitan Statistical Area,33940,"Montrose, CO",46482.0,111,2
08,095,Phillips County, Colorado,,,,,No Metro Area,,,,000,4
08,103,Rio Blanco County, Colorado,,,,,No Metro Area,,,,000,4
08,109,Saguache County, Colorado,,,,,No Metro Area,,,,000,4
08,111,San Juan County, Colorado,,,,,No Metro Area,,,,000,4
08,113,San Miguel County, Colorado,,,,,No Metro Area,,,,000,4
08,115,Sedgwick County, Colorado,,,,,No Metro Area,,,,000,4
08,117,Summit County, Colorado,14720,"Breckenridge, CO",,,Micropolitan Statistical Area,14720,"Breckenridge, CO",30649.0,111,2
08,121,Washington County, Colorado,,,,,No Metro Area,,,,000,4
08,125,Yuma County, Colorado,,,,,No Metro Area,,,,000,4
09,005,Litchfield County, Connecticut,45860,"Torrington, CT",408,"New York-Newark, NY-NJ-CT-PA",Micropolitan Statistical Area,45860,"Torrington, CT",182002.0,111,2
09,013,Tolland County, Connecticut,25540,"Hartford-East Hartford-Middletown, CT",278,"Hartford-East Hartford, CT",Metropolitan Statistical Area,25540,"Hartford-East Hartford-Middletown, CT",1207677.0,8,1
13,047,Catoosa County, Georgia,16860,"Chattanooga, TN-GA",174,"Chattanooga-Cleveland-Dalton, TN-GA",Metropolitan Statistical Area,16860,"Chattanooga, TN-GA",556209.0,7,1
13,215,Muscogee County, Georgia,17980,"Columbus, GA-AL",194,"Columbus-Auburn-Opelika, GA-AL",Metropolitan Statistical Area,17980,"Columbus, GA-AL",319402.0,5,1
13,265,Taliaferro County, Georgia,,,,,No Metro Area,,,,000,4
13,285,Troup County, Georgia,29300,"LaGrange, GA-AL",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Micropolitan Statistical Area,29300,"LaGrange, GA-AL",103579.0,111,2
13,307,Webster County, Georgia,,,,,No Metro Area,,,,000,4
15,001,Hawaii County, Hawaii,25900,"Hilo, HI",,,Micropolitan Statistical Area,25900,"Hilo, HI",199459.0,111,2
15,003,Honolulu County, Hawaii,46520,"Urban Honolulu, HI",,,Metropolitan Statistical Area,46520,"Urban Honolulu, HI",984821.0,8,1
15,007,Kauai County, Hawaii,28180,"Kapaa, HI",,,Micropolitan Statistical Area,28180,"Kapaa, HI",71769.0,111,2
15,009,Maui County, Hawaii,27980,"Kahului-Wailuku-Lahaina, HI",,,Metropolitan Statistical Area,27980,"Kahului-Wailuku-Lahaina, HI",165979.0,3,1
16,003,Adams County, Idaho,,,,,No Metro Area,,,,000,4
16,007,Bear Lake County, Idaho,,,,,No Metro Area,,,,000,4
16,009,Benewah County, Idaho,,,,,No Metro Area,,,,000,4
16,015,Boise County, Idaho,14260,"Boise City, ID",147,"Boise City-Mountain Home-Ontario, ID-OR",Metropolitan Statistical Area,14260,"Boise City, ID",710743.0,7,1
16,021,Boundary County, Idaho,,,,,No Metro Area,,,,000,4
16,023,Butte County, Idaho,26820,"Idaho Falls, ID",292,"Idaho Falls-Rexburg-Blackfoot, ID",Metropolitan Statistical Area,26820,"Idaho Falls, ID",145507.0,2,1
16,025,Camas County, Idaho,25200,"Hailey, ID",,,Micropolitan Statistical Area,25200,"Hailey, ID",23421.0,111,2
16,029,Caribou County, Idaho,,,,,No Metro Area,,,,000,4
16,031,Cassia County, Idaho,15420,"Burley, ID",,,Micropolitan Statistical Area,15420,"Burley, ID",44395.0,111,2
16,033,Clark County, Idaho,,,,,No Metro Area,,,,000,4
16,035,Clearwater County, Idaho,,,,,No Metro Area,,,,000,4
16,037,Custer County, Idaho,,,,,No Metro Area,,,,000,4
16,049,Idaho County, Idaho,,,,,No Metro Area,,,,000,4
16,059,Lemhi County, Idaho,,,,,No Metro Area,,,,000,4
16,061,Lewis County, Idaho,,,,,No Metro Area,,,,000,4
16,071,Oneida County, Idaho,,,,,No Metro Area,,,,000,4
16,073,Owyhee County, Idaho,14260,"Boise City, ID",147,"Boise City-Mountain Home-Ontario, ID-OR",Metropolitan Statistical Area,14260,"Boise City, ID",710743.0,7,1
16,075,Payette County, Idaho,36620,"Ontario, OR-ID",147,"Boise City-Mountain Home-Ontario, ID-OR",Micropolitan Statistical Area,36620,"Ontario, OR-ID",53672.0,111,2
17,005,Bond County, Illinois,41180,"St. Louis, MO-IL",476,"St. Louis-St. Charles-Farmington, MO-IL",Metropolitan Statistical Area,41180,"St. Louis, MO-IL",2805190.0,9,1
17,009,Brown County, Illinois,,,,,No Metro Area,,,,000,4
17,011,Bureau County, Illinois,36837,"Ottawa, IL",176,"Chicago-Naperville, IL-IN-WI",Micropolitan Statistical Area,36837,"Ottawa, IL",148580.0,111,2
17,013,Calhoun County, Illinois,41180,"St. Louis, MO-IL",476,"St. Louis-St. Charles-Farmington, MO-IL",Metropolitan Statistical Area,41180,"St. Louis, MO-IL",2805190.0,9,1
17,015,Carroll County, Illinois,,,,,No Metro Area,,,,000,4
17,017,Cass County, Illinois,,,,,No Metro Area,,,,000,4
17,021,Christian County, Illinois,45380,"Taylorville, IL",522,"Springfield-Jacksonville-Lincoln, IL",Micropolitan Statistical Area,45380,"Taylorville, IL",32931.0,111,2
17,045,Edgar County, Illinois,,,,,No Metro Area,,,,000,4
17,053,Ford County, Illinois,,,,,No Metro Area,,,,000,4
17,057,Fulton County, Illinois,37900,"Peoria, IL",,,Metropolitan Statistical Area,37900,"Peoria, IL",406883.0,6,1
17,059,Gallatin County, Illinois,,,,,No Metro Area,,,,000,4
17,061,Greene County, Illinois,,,,,No Metro Area,,,,000,4
17,063,Grundy County, Illinois,16980,"Chicago-Naperville-Elgin, IL-IN-WI",176,"Chicago-Naperville, IL-IN-WI",Metropolitan Division,16984,"Chicago-Naperville-Evanston, IL",7175030.0,99,3
17,067,Hancock County, Illinois,22800,"Fort Madison-Keokuk, IA-IL-MO",161,"Burlington-Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,22800,"Fort Madison-Keokuk, IA-IL-MO",58989.0,111,2
17,071,Henderson County, Illinois,15460,"Burlington, IA-IL",161,"Burlington-Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,15460,"Burlington, IA-IL",46195.0,111,2
17,073,Henry County, Illinois,19340,"Davenport-Moline-Rock Island, IA-IL",209,"Davenport-Moline, IA-IL",Metropolitan Statistical Area,19340,"Davenport-Moline-Rock Island, IA-IL",381175.0,6,1
17,075,Iroquois County, Illinois,,,,,No Metro Area,,,,000,4
17,085,Jo Daviess County, Illinois,,,,,No Metro Area,,,,000,4
17,095,Knox County, Illinois,23660,"Galesburg, IL",,,Micropolitan Statistical Area,23660,"Galesburg, IL",50508.0,111,2
17,105,Livingston County, Illinois,38700,"Pontiac, IL",145,"Bloomington-Pontiac, IL",Micropolitan Statistical Area,38700,"Pontiac, IL",36040.0,111,2
17,113,McLean County, Illinois,14010,"Bloomington, IL",145,"Bloomington-Pontiac, IL",Metropolitan Statistical Area,14010,"Bloomington, IL",172578.0,3,1
17,123,Marshall County, Illinois,37900,"Peoria, IL",,,Metropolitan Statistical Area,37900,"Peoria, IL",406883.0,6,1
17,125,Mason County, Illinois,,,,,No Metro Area,,,,000,4
17,129,Menard County, Illinois,44100,"Springfield, IL",522,"Springfield-Jacksonville-Lincoln, IL",Metropolitan Statistical Area,44100,"Springfield, IL",209167.0,4,1
17,131,Mercer County, Illinois,19340,"Davenport-Moline-Rock Island, IA-IL",209,"Davenport-Moline, IA-IL",Metropolitan Statistical Area,19340,"Davenport-Moline-Rock Island, IA-IL",381175.0,6,1
17,133,Monroe County, Illinois,41180,"St. Louis, MO-IL",476,"St. Louis-St. Charles-Farmington, MO-IL",Metropolitan Statistical Area,41180,"St. Louis, MO-IL",2805190.0,9,1
17,141,Ogle County, Illinois,40300,"Rochelle, IL",466,"Rockford-Freeport-Rochelle, IL",Micropolitan Statistical Area,40300,"Rochelle, IL",51025.0,111,2
17,149,Pike County, Illinois,,,,,No Metro Area,,,,000,4
17,155,Putnam County, Illinois,36837,"Ottawa, IL",176,"Chicago-Naperville, IL-IN-WI",Micropolitan Statistical Area,36837,"Ottawa, IL",148580.0,111,2
17,159,Richland County, Illinois,,,,,No Metro Area,,,,000,4
17,165,Saline County, Illinois,,,,,No Metro Area,,,,000,4
17,169,Schuyler County, Illinois,,,,,No Metro Area,,,,000,4
17,171,Scott County, Illinois,27300,"Jacksonville, IL",522,"Springfield-Jacksonville-Lincoln, IL",Micropolitan Statistical Area,27300,"Jacksonville, IL",39252.0,111,2
17,175,Stark County, Illinois,37900,"Peoria, IL",,,Metropolitan Statistical Area,37900,"Peoria, IL",406883.0,6,1
17,177,Stephenson County, Illinois,23300,"Freeport, IL",466,"Rockford-Freeport-Rochelle, IL",Micropolitan Statistical Area,23300,"Freeport, IL",45093.0,111,2
17,185,Wabash County, Illinois,,,,,No Metro Area,,,,000,4
17,187,Warren County, Illinois,,,,,No Metro Area,,,,000,4
17,189,Washington County, Illinois,,,,,No Metro Area,,,,000,4
17,193,White County, Illinois,,,,,No Metro Area,,,,000,4
17,203,Woodford County, Illinois,37900,"Peoria, IL",,,Metropolitan Statistical Area,37900,"Peoria, IL",406883.0,6,1
18,009,Blackford County, Indiana,,,,,No Metro Area,,,,000,4
18,011,Boone County, Indiana,26900,"Indianapolis-Carmel-Anderson, IN",294,"Indianapolis-Carmel-Muncie, IN",Metropolitan Statistical Area,26900,"Indianapolis-Carmel-Anderson, IN",2029472.0,9,1
18,015,Carroll County, Indiana,29200,"Lafayette-West Lafayette, IN",320,"Lafayette-West Lafayette-Frankfort, IN",Metropolitan Statistical Area,29200,"Lafayette-West Lafayette, IN",228541.0,4,1
18,021,Clay County, Indiana,45460,"Terre Haute, IN",,,Metropolitan Statistical Area,45460,"Terre Haute, IN",186908.0,3,1
18,025,Crawford County, Indiana,,,,,No Metro Area,,,,000,4
18,029,Dearborn County, Indiana,17140,"Cincinnati, OH-KY-IN",178,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Metropolitan Statistical Area,17140,"Cincinnati, OH-KY-IN",2201741.0,9,1
18,031,Decatur County, Indiana,24700,"Greensburg, IN",294,"Indianapolis-Carmel-Muncie, IN",Micropolitan Statistical Area,24700,"Greensburg, IN",26562.0,111,2
18,049,Fulton County, Indiana,,,,,No Metro Area,,,,000,4
18,053,Grant County, Indiana,31980,"Marion, IN",,,Micropolitan Statistical Area,31980,"Marion, IN",66452.0,111,2
18,059,Hancock County, Indiana,26900,"Indianapolis-Carmel-Anderson, IN",294,"Indianapolis-Carmel-Muncie, IN",Metropolitan Statistical Area,26900,"Indianapolis-Carmel-Anderson, IN",2029472.0,9,1
18,099,Marshall County, Indiana,38500,"Plymouth, IN",515,"South Bend-Elkhart-Mishawaka, IN-MI",Micropolitan Statistical Area,38500,"Plymouth, IN",46461.0,111,2
18,103,Miami County, Indiana,37940,"Peru, IN",316,"Kokomo-Peru, IN",Micropolitan Statistical Area,37940,"Peru, IN",35815.0,111,2
18,111,Newton County, Indiana,16980,"Chicago-Naperville-Elgin, IL-IN-WI",176,"Chicago-Naperville, IL-IN-WI",Metropolitan Division,23844,"Gary, IN",701782.0,7,3
18,123,Perry County, Indiana,,,,,No Metro Area,,,,000,4
18,129,Posey County, Indiana,21780,"Evansville, IN-KY",,,Metropolitan Statistical Area,21780,"Evansville, IN-KY",314960.0,5,1
18,139,Rush County, Indiana,,,,,No Metro Area,,,,000,4
18,149,Starke County, Indiana,,,,,No Metro Area,,,,000,4
18,155,Switzerland County, Indiana,,,,,No Metro Area,,,,000,4
18,159,Tipton County, Indiana,,,,,No Metro Area,,,,000,4
18,171,Warren County, Indiana,29200,"Lafayette-West Lafayette, IN",320,"Lafayette-West Lafayette-Frankfort, IN",Metropolitan Statistical Area,29200,"Lafayette-West Lafayette, IN",228541.0,4,1
18,181,White County, Indiana,,,,,No Metro Area,,,,000,4
18,183,Whitley County, Indiana,23060,"Fort Wayne, IN",258,"Fort Wayne-Huntington-Auburn, IN",Metropolitan Statistical Area,23060,"Fort Wayne, IN",406305.0,6,1
19,003,Adams County, Iowa,,,,,No Metro Area,,,,000,4
19,005,Allamakee County, Iowa,,,,,No Metro Area,,,,000,4
19,007,Appanoose County, Iowa,,,,,No Metro Area,,,,000,4
19,009,Audubon County, Iowa,,,,,No Metro Area,,,,000,4
19,011,Benton County, Iowa,16300,"Cedar Rapids, IA",168,"Cedar Rapids-Iowa City, IA",Metropolitan Statistical Area,16300,"Cedar Rapids, IA",270056.0,5,1
19,015,Boone County, Iowa,11180,"Ames, IA",218,"Des Moines-Ames-West Des Moines, IA",Metropolitan Statistical Area,11180,"Ames, IA",123311.0,1,1
19,017,Bremer County, Iowa,47940,"Waterloo-Cedar Falls, IA",,,Metropolitan Statistical Area,47940,"Waterloo-Cedar Falls, IA",169556.0,3,1
19,021,Buena Vista County, Iowa,44740,"Storm Lake, IA",,,Micropolitan Statistical Area,44740,"Storm Lake, IA",20058.0,111,2
19,023,Butler County, Iowa,,,,,No Metro Area,,,,000,4
19,025,Calhoun County, Iowa,,,,,No Metro Area,,,,000,4
19,029,Cass County, Iowa,,,,,No Metro Area,,,,000,4
19,031,Cedar County, Iowa,,,,,No Metro Area,,,,000,4
19,037,Chickasaw County, Iowa,,,,,No Metro Area,,,,000,4
19,039,Clarke County, Iowa,,,,,No Metro Area,,,,000,4
19,041,Clay County, Iowa,43980,"Spencer, IA",517,"Spencer-Spirit Lake, IA",Micropolitan Statistical Area,43980,"Spencer, IA",16211.0,111,2
19,043,Clayton County, Iowa,,,,,No Metro Area,,,,000,4
19,053,Decatur County, Iowa,,,,,No Metro Area,,,,000,4
19,063,Emmet County, Iowa,,,,,No Metro Area,,,,000,4
19,065,Fayette County, Iowa,,,,,No Metro Area,,,,000,4
19,067,Floyd County, Iowa,,,,,No Metro Area,,,,000,4
19,069,Franklin County, Iowa,,,,,No Metro Area,,,,000,4
19,071,Fremont County, Iowa,,,,,No Metro Area,,,,000,4
19,073,Greene County, Iowa,,,,,No Metro Area,,,,000,4
19,077,Guthrie County, Iowa,19780,"Des Moines-West Des Moines, IA",218,"Des Moines-Ames-West Des Moines, IA",Metropolitan Statistical Area,19780,"Des Moines-West Des Moines, IA",680439.0,7,1
19,079,Hamilton County, Iowa,,,,,No Metro Area,,,,000,4
19,081,Hancock County, Iowa,,,,,No Metro Area,,,,000,4
19,083,Hardin County, Iowa,,,,,No Metro Area,,,,000,4
19,089,Howard County, Iowa,,,,,No Metro Area,,,,000,4
19,091,Humboldt County, Iowa,,,,,No Metro Area,,,,000,4
19,095,Iowa County, Iowa,,,,,No Metro Area,,,,000,4
19,099,Jasper County, Iowa,19780,"Des Moines-West Des Moines, IA",218,"Des Moines-Ames-West Des Moines, IA",Metropolitan Statistical Area,19780,"Des Moines-West Des Moines, IA",680439.0,7,1
19,105,Jones County, Iowa,16300,"Cedar Rapids, IA",168,"Cedar Rapids-Iowa City, IA",Metropolitan Statistical Area,16300,"Cedar Rapids, IA",270056.0,5,1
19,107,Keokuk County, Iowa,,,,,No Metro Area,,,,000,4
19,111,Lee County, Iowa,22800,"Fort Madison-Keokuk, IA-IL-MO",161,"Burlington-Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,22800,"Fort Madison-Keokuk, IA-IL-MO",58989.0,111,2
19,115,Louisa County, Iowa,,,,,No Metro Area,,,,000,4
19,119,Lyon County, Iowa,,,,,No Metro Area,,,,000,4
19,127,Marshall County, Iowa,32260,"Marshalltown, IA",,,Micropolitan Statistical Area,32260,"Marshalltown, IA",39964.0,111,2
19,131,Mitchell County, Iowa,,,,,No Metro Area,,,,000,4
19,135,Monroe County, Iowa,,,,,No Metro Area,,,,000,4
19,137,Montgomery County, Iowa,,,,,No Metro Area,,,,000,4
19,141,O'Brien County, Iowa,,,,,No Metro Area,,,,000,4
19,143,Osceola County, Iowa,,,,,No Metro Area,,,,000,4
19,145,Page County, Iowa,,,,,No Metro Area,,,,000,4
19,147,Palo Alto County, Iowa,,,,,No Metro Area,,,,000,4
19,151,Pocahontas County, Iowa,,,,,No Metro Area,,,,000,4
19,159,Ringgold County, Iowa,,,,,No Metro Area,,,,000,4
19,167,Sioux County, Iowa,,,,,No Metro Area,,,,000,4
19,171,Tama County, Iowa,,,,,No Metro Area,,,,000,4
19,175,Union County, Iowa,,,,,No Metro Area,,,,000,4
19,177,Van Buren County, Iowa,,,,,No Metro Area,,,,000,4
19,179,Wapello County, Iowa,36900,"Ottumwa, IA",,,Micropolitan Statistical Area,36900,"Ottumwa, IA",35141.0,111,2
19,183,Washington County, Iowa,26980,"Iowa City, IA",168,"Cedar Rapids-Iowa City, IA",Metropolitan Statistical Area,26980,"Iowa City, IA",170677.0,3,1
19,185,Wayne County, Iowa,,,,,No Metro Area,,,,000,4
19,187,Webster County, Iowa,22700,"Fort Dodge, IA",,,Micropolitan Statistical Area,22700,"Fort Dodge, IA",36545.0,111,2
19,189,Winnebago County, Iowa,,,,,No Metro Area,,,,000,4
19,191,Winneshiek County, Iowa,,,,,No Metro Area,,,,000,4
19,195,Worth County, Iowa,32380,"Mason City, IA",,,Micropolitan Statistical Area,32380,"Mason City, IA",50279.0,111,2
19,197,Wright County, Iowa,,,,,No Metro Area,,,,000,4
20,001,Allen County, Kansas,,,,,No Metro Area,,,,000,4
20,003,Anderson County, Kansas,,,,,No Metro Area,,,,000,4
20,005,Atchison County, Kansas,11860,"Atchison, KS",312,"Kansas City-Overland Park-Kansas City, MO-KS",Micropolitan Statistical Area,11860,"Atchison, KS",16268.0,111,2
20,007,Barber County, Kansas,,,,,No Metro Area,,,,000,4
20,013,Brown County, Kansas,,,,,No Metro Area,,,,000,4
20,017,Chase County, Kansas,21380,"Emporia, KS",,,Micropolitan Statistical Area,21380,"Emporia, KS",35888.0,111,2
20,019,Chautauqua County, Kansas,,,,,No Metro Area,,,,000,4
20,023,Cheyenne County, Kansas,,,,,No Metro Area,,,,000,4
20,025,Clark County, Kansas,,,,,No Metro Area,,,,000,4
20,027,Clay County, Kansas,,,,,No Metro Area,,,,000,4
20,029,Cloud County, Kansas,,,,,No Metro Area,,,,000,4
20,031,Coffey County, Kansas,,,,,No Metro Area,,,,000,4
20,033,Comanche County, Kansas,,,,,No Metro Area,,,,000,4
20,039,Decatur County, Kansas,,,,,No Metro Area,,,,000,4
20,041,Dickinson County, Kansas,,,,,No Metro Area,,,,000,4
20,045,Douglas County, Kansas,29940,"Lawrence, KS",312,"Kansas City-Overland Park-Kansas City, MO-KS",Metropolitan Statistical Area,29940,"Lawrence, KS",120290.0,1,1
20,047,Edwards County, Kansas,,,,,No Metro Area,,,,000,4
20,049,Elk County, Kansas,,,,,No Metro Area,,,,000,4
20,053,Ellsworth County, Kansas,,,,,No Metro Area,,,,000,4
20,061,Geary County, Kansas,31740,"Manhattan, KS",,,Metropolitan Statistical Area,31740,"Manhattan, KS",132928.0,1,1
20,063,Gove County, Kansas,,,,,No Metro Area,,,,000,4
20,065,Graham County, Kansas,,,,,No Metro Area,,,,000,4
20,071,Greeley County, Kansas,,,,,No Metro Area,,,,000,4
20,073,Greenwood County, Kansas,,,,,No Metro Area,,,,000,4
20,075,Hamilton County, Kansas,,,,,No Metro Area,,,,000,4
20,079,Harvey County, Kansas,48620,"Wichita, KS",556,"Wichita-Winfield, KS",Metropolitan Statistical Area,48620,"Wichita, KS",637690.0,7,1
20,083,Hodgeman County, Kansas,,,,,No Metro Area,,,,000,4
20,089,Jewell County, Kansas,,,,,No Metro Area,,,,000,4
20,095,Kingman County, Kansas,,,,,No Metro Area,,,,000,4
20,097,Kiowa County, Kansas,,,,,No Metro Area,,,,000,4
20,101,Lane County, Kansas,,,,,No Metro Area,,,,000,4
20,105,Lincoln County, Kansas,,,,,No Metro Area,,,,000,4
20,109,Logan County, Kansas,,,,,No Metro Area,,,,000,4
20,111,Lyon County, Kansas,21380,"Emporia, KS",,,Micropolitan Statistical Area,21380,"Emporia, KS",35888.0,111,2
20,115,Marion County, Kansas,,,,,No Metro Area,,,,000,4
20,117,Marshall County, Kansas,,,,,No Metro Area,,,,000,4
20,119,Meade County, Kansas,,,,,No Metro Area,,,,000,4
20,123,Mitchell County, Kansas,,,,,No Metro Area,,,,000,4
20,125,Montgomery County, Kansas,17700,"Coffeyville, KS",,,Micropolitan Statistical Area,17700,"Coffeyville, KS",32521.0,111,2
20,127,Morris County, Kansas,,,,,No Metro Area,,,,000,4
20,129,Morton County, Kansas,,,,,No Metro Area,,,,000,4
20,131,Nemaha County, Kansas,,,,,No Metro Area,,,,000,4
20,133,Neosho County, Kansas,,,,,No Metro Area,,,,000,4
20,135,Ness County, Kansas,,,,,No Metro Area,,,,000,4
20,137,Norton County, Kansas,,,,,No Metro Area,,,,000,4
20,141,Osborne County, Kansas,,,,,No Metro Area,,,,000,4
20,143,Ottawa County, Kansas,41460,"Salina, KS",,,Micropolitan Statistical Area,41460,"Salina, KS",60523.0,111,2
20,145,Pawnee County, Kansas,,,,,No Metro Area,,,,000,4
20,147,Phillips County, Kansas,,,,,No Metro Area,,,,000,4
20,149,Pottawatomie County, Kansas,31740,"Manhattan, KS",,,Metropolitan Statistical Area,31740,"Manhattan, KS",132928.0,1,1
20,153,Rawlins County, Kansas,,,,,No Metro Area,,,,000,4
20,155,Reno County, Kansas,26740,"Hutchinson, KS",,,Micropolitan Statistical Area,26740,"Hutchinson, KS",62765.0,111,2
20,157,Republic County, Kansas,,,,,No Metro Area,,,,000,4
20,159,Rice County, Kansas,,,,,No Metro Area,,,,000,4
20,163,Rooks County, Kansas,,,,,No Metro Area,,,,000,4
20,165,Rush County, Kansas,,,,,No Metro Area,,,,000,4
20,167,Russell County, Kansas,,,,,No Metro Area,,,,000,4
20,169,Saline County, Kansas,41460,"Salina, KS",,,Micropolitan Statistical Area,41460,"Salina, KS",60523.0,111,2
20,171,Scott County, Kansas,,,,,No Metro Area,,,,000,4
20,179,Sheridan County, Kansas,,,,,No Metro Area,,,,000,4
20,181,Sherman County, Kansas,,,,,No Metro Area,,,,000,4
20,183,Smith County, Kansas,,,,,No Metro Area,,,,000,4
20,187,Stanton County, Kansas,,,,,No Metro Area,,,,000,4
20,189,Stevens County, Kansas,,,,,No Metro Area,,,,000,4
20,191,Sumner County, Kansas,48620,"Wichita, KS",556,"Wichita-Winfield, KS",Metropolitan Statistical Area,48620,"Wichita, KS",637690.0,7,1
20,195,Trego County, Kansas,,,,,No Metro Area,,,,000,4
20,199,Wallace County, Kansas,,,,,No Metro Area,,,,000,4
20,201,Washington County, Kansas,,,,,No Metro Area,,,,000,4
20,203,Wichita County, Kansas,,,,,No Metro Area,,,,000,4
20,205,Wilson County, Kansas,,,,,No Metro Area,,,,000,4
20,207,Woodson County, Kansas,,,,,No Metro Area,,,,000,4
21,007,Ballard County, Kentucky,37140,"Paducah, KY-IL",424,"Paducah-Mayfield, KY-IL",Micropolitan Statistical Area,37140,"Paducah, KY-IL",96754.0,111,2
