"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"310M500US10100","Aberdeen, SD Micro Area","42824","*****","41585","12","37660","96","850","75","1323","213","1171","11","0","21","6","10","575","231","0","21","575","231","1239","12","927","119","80","89","77","86","48","61","0","21","74","45","33","41","4","6","29","41"
"310M500US10140","Aberdeen, WA Micro Area","72779","*****","65533","*****","57795","65","813","180","2795","317","1096","171","200","65","54","50","2780","463","53","45","2727","458","7246","*****","6007","369","46","72","280","139","0","29","0","29","529","244","384","232","86","81","298","221"
"310M500US10180","Abilene, TX Metro Area","170669","*****","130437","*****","109556","342","13492","470","663","143","3032","246","40","63","340","169","3314","484","154","130","3160","468","40232","*****","22483","1434","469","182","499","281","116","111","4","9","15019","1472","1642","396","1198","336","444","160"
"310M500US10220","Ada, OK Micro Area","38355","*****","36297","*****","25083","37","930","125","4788","362","298","80","36","31","54","42","5108","398","0","21","5108","398","2058","*****","1281","173","42","35","98","56","0","21","0","21","366","142","271","93","80","45","191","86"
"310M500US10300","Adrian, MI Micro Area","98381","*****","90539","*****","85263","54","2236","220","306","85","305","72","20","25","151","133","2258","254","80","50","2178","244","7842","*****","6313","319","235","170","169","118","0","24","0","24","616","252","509","211","281","161","228","157"
"310M500US10380","Aguadilla-Isabela, PR Metro Area","301107","*****","9565","1020","7636","882","272","124","63","83","102","74","12","17","580","215","900","310","88","84","812","305","291542","1020","215901","3140","7892","1041","111","70","218","141","0","33","58736","2664","8684","1306","626","227","8058","1301"
"310M500US10420","Akron, OH Metro Area","703845","*****","689248","*****","562271","255","84308","1267","1156","265","21324","781","93","61","997","368","19099","1443","418","184","18681","1434","14597","*****","10278","631","1167","425","66","73","13","21","40","41","1842","493","1191","332","558","250","633","280"
"310M500US10460","Alamogordo, NM Micro Area","66137","*****","40822","*****","32314","36","2133","169","4015","182","826","195","97","56","60","46","1377","319","50","60","1327","324","25315","*****","19995","956","210","86","488","261","32","49","41","69","3649","816","900","406","249","139","651","354"
"310M500US10500","Albany, GA Metro Area","148436","*****","144296","*****","60666","131","79171","530","272","78","2018","238","47","52","188","137","1934","537","28","23","1906","536","4140","*****","1864","445","328","136","47","58","5","10","30","39","1282","307","584","292","453","279","131","95"
"310M500US10540","Albany-Lebanon, OR Metro Area","125048","*****","113655","*****","106183","154","616","152","884","241","1310","196","123","63","177","144","4362","386","69","58","4293","372","11393","*****","5853","783","11","16","308","258","34","42","0","29","3820","771","1367","472","700","324","667","401"
"310M500US10580","Albany-Schenectady-Troy, NY Metro Area","880736","*****","835302","*****","701971","777","63372","1439","1203","220","38167","652","240","113","4811","946","25538","1572","1698","473","23840","1532","45434","*****","25990","1170","5009","743","434","217","513","356","36","29","8393","967","5059","704","1464","400","3595","605"
"310M500US10620","Albemarle, NC Micro Area","61588","*****","58998","*****","49777","80","6894","242","73","49","1104","114","0","29","51","80","1099","298","80","112","1019","264","2590","*****","1725","330","106","98","209","228","0","29","8","13","508","278","34","33","22","21","12","23"
"310M500US10660","Albert Lea, MN Micro Area","30463","*****","27496","*****","25909","4","303","69","59","45","752","78","0","18","0","18","473","113","4","4","469","113","2967","*****","1985","252","27","25","91","94","25","32","0","18","729","255","110","87","93","85","17","12"
"310M500US10700","Albertville, AL Micro Area","95643","*****","82286","*****","77236","98","2549","187","349","141","573","71","51","48","98","89","1430","249","33","42","1397","242","13357","*****","11733","509","0","28","29","42","0","28","0","28","1303","491","292","181","153","109","139","149"
"310M500US10740","Albuquerque, NM Metro Area","912108","*****","464984","*****","357512","459","20630","704","48000","806","19162","691","612","109","1910","416","17158","1396","1290","434","15868","1322","447124","*****","325923","4499","4004","666","6934","1037","1429","473","244","136","88872","4386","19718","1536","11604","1026","8114","1007"
"310M500US10760","Alexander City, AL Micro Area","51298","*****","50208","98","34892","84","14549","141","98","55","145","84","0","28","66","86","458","172","1","2","457","171","1090","98","546","237","189","122","1","3","0","28","0","28","295","227","59","59","56","59","3","5"
"310M500US10780","Alexandria, LA Metro Area","153310","*****","148062","*****","97273","68","44695","497","979","156","1711","211","10","15","205","90","3189","562","66","55","3123","560","5248","*****","3401","364","264","161","87","79","36","38","0","30","1125","322","335","138","208","105","127","88"
"310M500US10820","Alexandria, MN Micro Area","37513","*****","36893","*****","35982","35","143","79","101","45","118","92","0","18","40","34","509","129","1","4","508","128","620","*****","359","100","2","3","20","24","3","5","0","18","167","85","69","58","55","55","14","22"
"310M500US10860","Alice, TX Micro Area","52240","*****","9281","*****","8410","52","403","149","82","84","210","32","54","73","14","23","108","134","0","32","108","134","42959","*****","41299","599","16","25","119","155","6","10","0","32","1267","550","252","144","184","101","68","105"
"310M500US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area","837610","*****","695303","*****","612346","364","41468","774","824","189","23598","630","174","88","1562","395","15331","943","613","255","14718","911","142307","*****","91074","2472","8960","1517","1147","374","291","217","128","205","29792","2152","10915","1431","3836","661","7079","1340"
"310M500US10940","Alma, MI Micro Area","40916","*****","38418","*****","35199","17","2238","146","106","42","183","44","30","37","16","37","646","146","39","30","607","141","2498","*****","2028","175","108","103","136","112","0","22","0","22","76","43","150","54","95","47","55","33"
"310M500US10980","Alpena, MI Micro Area","28520","*****","28127","*****","27297","12","164","44","103","47","176","30","37","45","0","19","350","92","6","12","344","93","393","*****","306","41","1","3","0","19","0","19","0","19","44","26","42","34","21","26","21","20"
"310M500US11020","Altoona, PA Metro Area","123157","*****","121595","*****","116471","158","1971","192","154","130","756","134","60","76","139","131","2044","281","74","62","1970","276","1562","*****","1099","178","82","72","4","5","0","24","0","24","287","151","90","75","37","35","53","64"
"310M500US11060","Altus, OK Micro Area","25063","*****","19020","*****","15720","26","1640","134","380","107","308","48","15","22","16","26","941","178","0","18","941","178","6043","*****","2285","394","76","73","36","36","23","40","0","18","2805","384","818","279","446","193","372","253"
"310M500US11100","Amarillo, TX Metro Area","263776","102","187862","114","157304","141","15209","572","1060","191","8836","323","591","300","32","43","4830","518","170","69","4660","521","75914","77","64550","1081","636","224","533","295","283","340","54","56","6283","857","3575","713","1473","446","2102","537"
"310M500US11140","Americus, GA Micro Area","35285","*****","33234","215","15389","277","16982","349","0","28","410","46","0","28","11","18","442","256","2","3","440","256","2051","215","1085","395","58","57","6","9","0","28","0","28","786","438","116","82","48","35","68","69"
"310M500US11180","Ames, IA Metro Area","123311","*****","119268","*****","106152","56","2317","311","214","68","7847","261","112","171","53","57","2573","428","19","31","2554","434","4043","*****","2522","296","64","70","116","125","30","31","0","23","1014","253","297","126","263","126","34","26"
"310M500US11220","Amsterdam, NY Micro Area","49302","*****","42352","*****","40068","55","933","136","73","60","339","102","0","25","120","69","819","168","12","15","807","166","6950","*****","2902","445","158","93","0","25","23","28","0","25","3299","486","568","196","430","168","138","90"
"310M500US11260","Anchorage, AK Metro Area","398900","*****","366775","*****","253433","414","16693","709","28006","1115","29129","741","7325","322","981","466","31208","1647","483","238","30725","1604","32125","*****","17631","1272","947","289","1764","666","600","320","143","113","6325","1259","4715","716","1347","325","3368","614"
"310M500US11380","Andrews, TX Micro Area","18036","*****","7885","*****","7246","19","122","106","0","21","65","92","31","60","0","21","421","186","13","19","408","186","10151","*****","8862","533","0","21","0","21","0","21","0","21","1094","450","195","219","135","198","60","85"
"310M500US11420","Angola, IN Micro Area","34453","*****","33233","*****","32317","7","114","61","32","28","152","71","18","24","8","8","592","92","0","25","592","92","1220","*****","915","187","0","25","0","25","0","25","0","25","106","87","199","161","160","158","39","41"
"310M500US11460","Ann Arbor, MI Metro Area","367000","*****","349671","*****","257368","291","43225","996","883","181","33349","487","123","47","1077","359","13646","1147","233","116","13413","1136","17329","*****","12630","678","570","285","658","343","127","85","41","45","1710","417","1593","353","472","166","1121","284"
"310M500US11500","Anniston-Oxford, AL Metro Area","114618","*****","110266","*****","82608","204","23682","418","220","112","1007","162","14","21","185","199","2550","447","86","80","2464","440","4352","*****","1831","466","148","130","159","211","7","11","0","28","2017","450","190","151","139","134","51","56"
"310M500US11540","Appleton, WI Metro Area","235628","*****","225487","*****","207937","151","3009","276","3027","229","7615","268","60","34","230","145","3609","491","144","74","3465","478","10141","*****","5988","544","167","99","222","133","25","43","5","8","3215","575","519","187","213","120","306","148"
"310M500US11580","Arcadia, FL Micro Area","36903","*****","25254","*****","20207","22","4617","112","31","29","83","76","41","50","13","22","262","78","0","29","262","78","11649","*****","10872","409","17","26","0","29","0","29","0","29","571","342","189","173","108","163","81","61"
"310M500US11620","Ardmore, OK Micro Area","58382","*****","53282","*****","40972","22","3404","146","4028","326","680","96","21","24","21","22","4156","344","0","23","4156","344","5100","*****","3489","321","0","23","291","166","0","23","2","4","768","232","550","149","133","61","417","152"
"310M500US11640","Arecibo, PR Metro Area","180567","*****","1553","361","1136","296","187","138","10","16","0","33","0","33","177","132","43","51","0","33","43","51","179014","361","152378","1908","5581","834","252","192","764","269","0","33","18489","1632","1550","511","852","352","698","302"
"310M500US11660","Arkadelphia, AR Micro Area","22386","*****","21327","*****","15377","3","5426","83","80","41","156","21","7","12","1","3","280","95","0","22","280","95","1059","*****","343","142","8","11","0","22","0","22","0","22","702","141","6","10","6","10","0","22"
"310M500US11700","Asheville, NC Metro Area","454351","*****","422939","*****","386879","447","20754","649","1782","386","5158","325","354","39","625","413","7387","809","274","153","7113","800","31412","*****","24984","1199","270","191","80","58","152","131","0","29","5167","1204","759","219","509","194","250","121"
"310M500US11740","Ashland, OH Micro Area","53536","*****","52797","*****","51179","62","394","122","14","16","352","62","0","27","58","56","800","138","27","29","773","140","739","*****","604","110","3","6","0","27","0","27","0","27","85","87","47","54","20","31","27","45"
"310M500US11780","Ashtabula, OH Micro Area","97830","*****","93696","*****","87554","78","3297","297","146","94","533","47","12","15","56","78","2098","315","0","27","2098","315","4134","*****","3250","303","218","158","0","27","0","27","0","27","377","289","289","159","146","133","143","97"
"310M500US11820","Astoria, OR Micro Area","39102","*****","35773","*****","33440","16","314","83","141","58","387","110","118","39","9","15","1364","159","3","5","1361","159","3329","*****","2489","286","0","26","34","38","0","26","10","16","368","177","428","208","190","137","238","164"
"310M500US11860","Atchison, KS Micro Area","16268","*****","15773","*****","14336","56","471","169","46","47","78","56","0","16","28","43","814","179","19","23","795","172","495","*****","234","90","6","9","21","21","0","16","0","16","92","86","142","102","25","39","117","95"
"310M500US11900","Athens, OH Micro Area","65917","*****","64649","*****","59069","35","1908","114","140","101","1728","252","40","41","28","33","1736","272","15","15","1721","272","1268","*****","955","120","54","35","0","27","0","27","0","27","203","116","56","47","35","41","21","22"
"310M500US11940","Athens, TN Micro Area","53053","*****","50923","*****","47330","24","1923","205","205","117","415","54","37","42","16","24","997","211","0","29","997","211","2130","*****","1720","188","30","52","0","29","0","29","0","29","295","188","85","80","0","29","85","80"
"310M500US11980","Athens, TX Micro Area","81070","*****","70723","*****","63378","43","5150","269","622","170","525","70","26","22","43","41","979","336","10","10","969","337","10347","*****","9162","472","254","297","68","101","0","32","0","32","687","250","176","172","103","109","73","74"
"310M500US12020","Athens-Clarke County, GA Metro Area","208457","*****","190537","*****","136709","213","42632","449","199","100","6427","427","76","58","448","235","4046","551","177","125","3869","548","17920","*****","13417","872","308","191","110","101","11","16","33","54","3297","803","744","468","217","119","527","443"
"310M500US12060","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","5862424","*****","5235816","*****","2759231","2001","1971590","3987","9761","883","341759","1922","1990","474","23075","2374","128410","4308","6967","922","121443","4353","626608","*****","372187","7067","33234","2942","13702","1882","2001","519","537","238","174401","6319","30546","2554","16161","1773","14385","1779"
"310M500US12100","Atlantic City-Hammonton, NJ Metro Area","266105","*****","215955","*****","150070","85","37289","903","633","92","20898","423","103","31","313","175","6649","983","595","338","6054","905","50150","*****","24908","1630","1618","482","445","476","108","68","43","38","20003","1750","3025","484","1649","359","1376","363"
"310M500US12120","Atmore, AL Micro Area","37057","*****","36192","*****","22321","48","11850","185","1476","72","102","136","55","75","41","49","347","125","4","7","343","124","865","*****","732","114","28","40","3","5","0","25","0","25","67","69","35","49","20","41","15","25"
"310M500US12140","Auburn, IN Micro Area","42927","*****","41725","*****","40787","25","243","109","20","17","141","45","0","25","0","25","534","125","0","25","534","125","1202","*****","937","161","57","90","0","25","36","58","0","25","100","78","72","51","10","13","62","52"
"310M500US12180","Auburn, NY Micro Area","77425","*****","75139","*****","69753","48","3175","241","88","40","437","83","5","7","68","43","1613","252","25","23","1588","254","2286","*****","1303","162","128","53","18","22","4","10","0","28","536","137","297","118","175","82","122","88"
"310M500US12220","Auburn-Opelika, AL Metro Area","161152","*****","155227","*****","108684","238","36623","492","296","146","6626","212","0","28","273","233","2725","596","61","62","2664","589","5925","*****","4675","369","297","222","0","28","273","181","23","35","370","190","287","160","144","128","143","114"
"310M500US12260","Augusta-Richmond County, GA-SC Metro Area","599616","*****","566830","*****","327199","400","209810","1410","1286","292","11037","626","784","379","2132","837","14582","1484","695","438","13887","1355","32786","*****","22067","991","2594","652","333","223","439","260","8","15","4965","887","2380","526","1275","432","1105","299"
"310M500US12300","Augusta-Waterville, ME Micro Area","121753","*****","119853","*****","115148","65","922","155","622","159","1108","203","48","36","47","44","1958","330","38","44","1920","336","1900","*****","1382","182","117","106","39","36","0","24","37","36","177","95","148","94","80","63","68","73"
"310M500US12380","Austin, MN Micro Area","39807","*****","35196","*****","31277","18","1566","103","48","34","1468","221","248","110","0","18","589","191","0","18","589","191","4611","*****","3256","481","4","5","6","9","0","18","0","18","1091","415","254","186","237","185","17","22"
"310M500US12420","Austin-Round Rock-Georgetown, TX Metro Area","2114441","*****","1428910","*****","1101527","515","146472","1696","3903","550","122709","1323","768","220","3793","575","49738","2190","1348","333","48390","2206","685531","*****","504428","5996","8393","1345","6792","1201","1453","471","400","241","138727","5390","25338","2011","10280","1088","15058","1661"
"310M500US12460","Bainbridge, GA Micro Area","26682","*****","25059","*****","13397","25","11219","329","30","50","66","76","0","25","243","310","104","55","0","25","104","55","1623","*****","605","247","6","11","0","25","0","25","0","25","1012","249","0","25","0","25","0","25"
"310M500US12540","Bakersfield, CA Metro Area","887641","*****","414267","*****","303225","285","45761","805","4303","527","40730","998","1115","164","873","332","18260","1336","1424","621","16836","1292","473374","*****","356922","4572","2789","675","4666","1200","1370","443","563","426","94292","4446","12772","1334","7289","1068","5483","962"
"310M500US12580","Baltimore-Columbia-Towson, MD Metro Area","2796733","*****","2633745","*****","1581452","678","807182","2279","5717","494","154396","1300","989","154","8428","1016","75581","2608","3011","737","72570","2635","162988","*****","98862","3178","11888","1572","1398","455","651","204","577","261","36727","3065","12885","1096","5026","682","7859","1050"
"310M500US12620","Bangor, ME Metro Area","151774","*****","149713","*****","142101","164","1247","131","1683","217","1472","208","58","22","239","164","2913","269","29","40","2884","275","2061","*****","1364","183","44","53","227","176","20","27","0","24","223","132","183","81","99","53","84","60"
"310M500US12660","Baraboo, WI Micro Area","63922","*****","60641","*****","58075","36","522","126","693","136","387","62","0","20","26","21","938","210","25","26","913","207","3281","*****","2051","253","6","8","37","43","0","20","7","11","805","214","375","133","277","107","98","79"
"310M500US12680","Bardstown, KY Micro Area","45650","*****","44665","*****","41252","53","2325","208","20","32","247","50","0","24","43","40","778","217","13","20","765","217","985","*****","474","259","16","27","27","39","0","24","0","24","366","296","102","107","69","88","33","44"
"310M500US12700","Barnstable Town, MA Metro Area","213496","*****","206880","*****","190593","597","6093","416","1217","182","3124","299","75","172","1851","579","3927","562","354","189","3573","528","6616","*****","5076","475","117","79","96","84","58","84","34","51","714","342","521","398","363","380","158","96"
"310M500US12740","Barre, VT Micro Area","58350","*****","57215","*****","54957","30","494","72","112","75","483","90","35","25","24","22","1110","148","8","12","1102","148","1135","*****","995","64","23","35","37","36","9","12","0","22","43","30","28","22","8","13","20","20"
"310M500US12780","Bartlesville, OK Micro Area","51886","*****","48770","*****","37768","85","1400","109","5356","368","1147","91","10","17","28","46","3061","372","77","88","2984","362","3116","*****","2113","261","6","9","72","56","9","17","6","9","733","246","177","74","65","56","112","56"
"310M500US12860","Batavia, NY Micro Area","57808","*****","55902","*****","52329","21","1166","167","480","110","455","67","0","28","68","74","1404","215","23","35","1381","210","1906","*****","813","194","48","44","10","11","0","28","0","28","903","223","132","98","21","32","111","100"
"310M500US12900","Batesville, AR Micro Area","54566","*****","51812","*****","49215","28","801","178","127","87","278","77","8","15","0","28","1383","199","17","28","1366","199","2754","*****","1170","371","62","52","1","6","0","28","0","28","1301","381","220","114","198","110","22","26"
"310M500US12940","Baton Rouge, LA Metro Area","854318","*****","820030","107","485334","398","300256","1444","1373","282","16554","653","267","236","989","420","15257","1620","343","183","14914","1617","34288","107","20657","1537","1084","748","451","390","24","33","0","30","11111","1377","961","317","262","149","699","263"
"310M500US12980","Battle Creek, MI Metro Area","134212","*****","127181","*****","104044","78","13919","493","592","174","3233","261","16","30","117","85","5260","513","182","191","5078","531","7031","*****","5066","501","229","153","148","132","0","24","0","24","807","363","781","252","352","192","429","222"
"310M500US13020","Bay City, MI Metro Area","104104","*****","98556","*****","93760","25","1743","202","286","137","606","109","0","24","12","14","2149","279","19","20","2130","277","5548","*****","4808","190","53","39","76","52","0","24","0","24","365","118","246","127","99","75","147","106"
"310M500US13060","Bay City, TX Micro Area","36774","*****","21162","*****","16045","180","3785","222","99","161","710","11","120","110","156","180","247","139","0","29","247","139","15612","*****","9100","986","28","38","42","52","0","29","0","29","6025","1006","417","253","234","161","183","241"
"310M500US13100","Beatrice, NE Micro Area","21594","*****","21046","*****","20399","32","130","33","143","38","143","17","0","18","0","18","231","68","22","47","209","43","548","*****","440","71","0","18","1","3","0","18","0","18","100","70","7","8","2","3","5","8"
"310M500US13140","Beaumont-Port Arthur, TX Metro Area","395174","*****","332780","*****","220132","162","95547","491","907","232","10824","345","130","21","355","227","4885","564","565","281","4320","523","62394","*****","53536","1219","741","527","500","152","114","91","0","32","5925","973","1578","618","743","278","835","484"
"310M500US13180","Beaver Dam, WI Micro Area","87715","*****","83513","*****","78853","26","2441","206","310","92","525","91","25","30","24","26","1335","235","0","20","1335","235","4202","*****","3212","268","31","31","13","15","46","38","6","9","614","211","280","141","171","107","109","67"
"310M500US13220","Beckley, WV Metro Area","118828","*****","117088","*****","105806","176","8046","285","366","188","717","105","35","37","300","175","1818","333","32","30","1786","334","1740","*****","1228","289","44","43","0","28","38","90","0","28","373","301","57","55","57","55","0","28"
"310M500US13260","Bedford, IN Micro Area","45548","*****","44787","*****","43582","28","180","28","226","121","223","89","27","41","13","22","536","159","12","16","524","159","761","*****","372","152","0","25","27","34","0","25","0","25","154","145","208","101","208","101","0","25"
"310M500US13300","Beeville, TX Micro Area","32611","*****","13417","*****","10234","25","2228","180","138","118","169","35","4","7","7","11","637","147","23","28","614","148","19194","*****","17938","352","171","156","26","43","7","16","0","29","554","265","498","158","130","103","368","108"
"310M500US13340","Bellefontaine, OH Micro Area","45316","*****","44576","*****","42306","58","753","118","63","53","372","54","31","34","34","51","1017","128","27","29","990","128","740","*****","556","90","55","37","0","24","0","24","0","24","122","73","7","7","0","24","7","7"
"310M500US13380","Bellingham, WA Metro Area","220821","*****","200016","*****","174278","138","2051","280","5795","390","9049","624","600","74","197","123","8046","855","272","230","7774","773","20805","*****","9728","926","153","127","642","310","71","65","68","55","7861","913","2282","442","853","274","1429","367"
"310M500US13420","Bemidji, MN Micro Area","46403","*****","45273","*****","33360","12","472","60","9117","404","348","68","32","39","3","5","1941","401","10","10","1931","403","1130","*****","458","121","257","152","278","204","0","18","0","18","0","18","137","90","47","43","90","74"
"310M500US13460","Bend, OR Metro Area","186251","*****","171398","*****","162506","189","1082","161","1029","297","2004","281","297","151","126","115","4354","546","192","173","4162","482","14853","*****","11109","806","106","128","137","113","63","72","16","27","2226","615","1196","410","483","264","713","306"
"310M500US13500","Bennettsville, SC Micro Area","26753","*****","25866","*****","10456","6","13472","206","781","174","116","42","0","24","31","43","1010","268","0","24","1010","268","887","*****","652","79","39","32","11","17","0","24","0","24","103","54","82","49","54","47","28","34"
"310M500US13540","Bennington, VT Micro Area","35746","*****","35029","*****","33643","23","198","122","61","34","360","60","92","76","53","61","622","122","82","105","540","149","717","*****","567","82","49","48","28","42","0","20","0","20","73","49","0","20","0","20","0","20"
"310M500US13620","Berlin, NH Micro Area","31741","*****","30806","231","29216","278","770","175","98","55","168","30","28","35","13","26","513","112","46","46","467","106","935","231","606","184","54","50","8","7","0","24","0","24","106","56","161","85","67","51","94","86"
"310M500US13660","Big Rapids, MI Micro Area","43251","*****","42259","*****","39451","33","1275","122","271","97","346","91","9","11","63","38","844","174","46","34","798","173","992","*****","732","82","21","27","7","10","24","30","0","22","69","48","139","47","25","22","114","50"
"310M500US13700","Big Spring, TX Micro Area","36349","*****","20897","*****","17684","42","1888","265","259","65","252","88","11","21","43","33","760","290","86","75","674","269","15452","*****","12622","589","132","102","171","134","0","29","8","14","2117","507","402","205","304","183","98","90"
"310M500US13720","Big Stone Gap, VA Micro Area","42456","*****","41931","75","38718","199","2157","237","43","37","340","127","19","30","0","26","654","237","11","16","643","241","525","75","295","106","77","42","0","26","0","26","0","26","61","38","92","81","49","51","43","57"
"310M500US13740","Billings, MT Metro Area","179071","*****","169508","*****","156092","79","815","172","6516","485","1152","159","136","113","106","73","4691","608","149","123","4542","595","9563","*****","6657","580","419","330","682","245","20","24","0","24","1034","306","751","277","356","178","395","191"
"310M500US13780","Binghamton, NY Metro Area","241874","*****","232786","*****","207332","57","10258","457","383","165","8748","366","46","34","115","67","5904","649","105","89","5799","632","9088","*****","4646","563","987","378","72","55","15","24","34","33","2199","552","1135","257","456","225","679","190"
"310M500US13820","Birmingham-Hoover, AL Metro Area","1085330","*****","1036054","*****","673040","436","326349","1055","2024","410","15871","633","288","71","2082","673","16400","1288","541","305","15859","1228","49276","*****","25669","1744","1270","521","943","493","140","102","0","28","19274","1711","1980","429","1346","366","634","255"
"310M500US13900","Bismarck, ND Metro Area","127503","105","124011","124","113661","110","2396","209","4662","362","963","207","99","105","26","38","2204","375","16","15","2188","376","3492","54","2086","370","54","46","324","227","4","6","0","22","716","263","308","191","116","83","192","163"
"310M500US13940","Blackfoot, ID Micro Area","45839","*****","37592","*****","33799","48","130","83","2350","211","263","111","24","27","45","48","981","223","5","8","976","223","8247","*****","3902","719","13","23","586","321","0","25","0","25","3152","551","594","350","234","210","360","307"
"310M500US13980","Blacksburg-Christiansburg, VA Metro Area","166785","*****","162193","*****","143403","453","7866","311","380","81","7046","231","97","97","644","450","2757","406","93","80","2664","408","4592","*****","3238","333","172","113","49","52","0","29","26","31","726","249","381","156","142","88","239","119"
"310M500US14010","Bloomington, IL Metro Area","172578","*****","164083","*****","137144","267","14247","341","286","81","8762","307","33","35","246","268","3365","461","183","127","3182","483","8495","*****","6584","353","176","130","69","71","35","43","0","27","924","254","707","265","341","171","366","196"
"310M500US14020","Bloomington, IN Metro Area","167296","*****","162036","*****","142347","78","4478","351","346","153","9874","342","23","23","115","76","4853","537","30","38","4823","539","5260","*****","3930","274","89","64","64","100","13","22","0","28","629","182","535","188","150","117","385","168"
"310M500US14100","Bloomsburg-Berwick, PA Metro Area","83974","*****","81660","*****","77930","38","1453","103","89","52","1367","60","20","19","49","40","752","136","9","11","743","137","2314","*****","1730","200","52","40","0","24","0","24","0","24","425","204","107","81","96","78","11","18"
"310M500US14140","Bluefield, WV-VA Micro Area","107910","*****","106699","86","99180","41","5234","258","197","91","617","113","32","44","25","25","1414","264","23","33","1391","257","1211","86","823","208","183","136","9","17","10","18","0","28","136","112","50","57","43","56","7","10"
"310M500US14180","Blytheville, AR Micro Area","42126","*****","40386","*****","24550","28","14212","515","24","14","238","23","33","39","19","28","1310","521","0","25","1310","521","1740","*****","861","264","0","25","7","15","0","25","0","25","831","269","41","43","21","31","20","24"
"310M500US14220","Bogalusa, LA Micro Area","46435","*****","45377","*****","30434","19","13986","226","107","57","46","33","0","27","43","44","761","228","6","12","755","229","1058","*****","652","206","46","65","0","27","6","12","0","27","338","209","16","18","12","15","4","12"
"310M500US14260","Boise City, ID Metro Area","710743","*****","613420","*****","569627","333","6855","822","3623","470","13267","824","1161","250","855","314","18032","1297","381","160","17651","1299","97323","*****","55570","2535","412","230","1685","627","378","210","281","168","32122","2156","6875","1141","3743","760","3132","740"
