"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"310M500US27860","Jonesboro, AR Metro Area","131241","*****","125093","*****","102360","116","16658","652","228","126","1522","64","7","12","414","327","3904","562","69","68","3835","562","6148","*****","3343","564","49","54","292","293","0","28","0","28","2077","524","387","150","160","96","227","130"
"310M500US27900","Joplin, MO Metro Area","178100","*****","165363","*****","151035","106","2697","317","2909","392","2188","191","727","133","90","80","5717","591","77","57","5640","597","12737","*****","9895","587","135","89","256","224","7","8","9","17","1991","535","444","160","291","131","153","85"
"310M500US27940","Juneau, AK Micro Area","32227","*****","30041","*****","20844","20","316","54","3305","424","2079","167","320","112","15","16","3162","501","20","19","3142","501","2186","*****","1073","307","4","8","104","68","152","159","0","20","467","307","386","184","155","164","231","105"
"310M500US27980","Kahului-Wailuku-Lahaina, HI Metro Area","165979","15","147167","13","50182","189","768","131","307","110","47782","1548","17267","782","687","366","30174","1791","183","108","29991","1782","18812","6","8709","986","77","70","117","84","797","232","826","248","2178","573","6108","813","578","225","5530","799"
"310M500US28020","Kalamazoo-Portage, MI Metro Area","262745","*****","249770","*****","203326","263","27827","820","519","162","6210","404","108","115","517","272","11263","836","273","156","10990","820","12975","*****","8890","594","1388","544","77","53","49","42","0","24","1237","302","1334","335","620","208","714","310"
"310M500US28060","Kalispell, MT Micro Area","99899","*****","97070","*****","92665","104","342","108","1395","251","698","144","47","50","152","137","1771","316","60","55","1711","310","2829","*****","1324","321","98","103","133","159","0","24","0","24","795","409","479","210","102","83","377","188"
"310M500US28100","Kankakee, IL Metro Area","110637","*****","99133","*****","79624","44","16714","298","200","107","933","144","0","27","125","109","1537","316","0","27","1537","316","11504","*****","8399","472","144","103","55","41","0","27","16","24","2340","403","550","207","375","185","175","89"
"310M500US28140","Kansas City, MO-KS Metro Area","2124518","*****","1932540","55","1540804","703","258123","2021","6528","655","60588","1009","3947","369","4173","813","58377","2121","835","253","57542","2126","191978","55","121676","2811","3929","618","1661","421","611","248","343","184","52668","2667","11090","1084","5618","783","5472","630"
"310M500US28180","Kapaa, HI Micro Area","71769","*****","63836","*****","21189","74","290","124","261","94","22298","776","5767","390","100","76","13931","912","13","20","13918","914","7933","*****","2040","337","19","27","147","86","1400","382","801","282","337","176","3189","470","476","250","2713","409"
"310M500US28260","Kearney, NE Micro Area","55738","*****","50899","*****","48835","25","439","74","135","61","675","134","0","23","15","25","800","156","0","23","800","156","4839","*****","2629","349","60","69","21","25","0","23","8","8","1855","352","266","101","181","90","85","52"
"310M500US28300","Keene, NH Micro Area","76042","*****","74634","*****","71552","17","555","82","131","70","959","194","39","36","26","15","1372","196","43","39","1329","197","1408","*****","800","147","127","143","16","16","0","27","0","27","200","129","265","154","127","106","138","98"
"310M500US28340","Kendallville, IN Micro Area","47506","*****","42618","*****","41360","62","228","138","63","59","310","52","10","19","0","25","647","171","49","62","598","158","4888","*****","4414","191","0","25","0","25","4","9","0","25","245","125","225","117","122","88","103","84"
"310M500US28380","Kennett, MO Micro Area","30027","*****","28036","*****","24134","25","3068","139","52","55","177","45","0","24","21","28","584","142","0","24","584","142","1991","*****","1262","279","0","24","9","29","0","24","15","18","673","277","32","29","19","23","13","15"
"310M500US28420","Kennewick-Richland, WA Metro Area","289527","*****","197835","*****","176230","182","4501","464","1494","284","6788","425","277","112","688","364","7857","702","67","52","7790","697","91692","*****","50848","2707","765","436","1195","576","297","164","59","74","34260","2639","4268","1014","2139","708","2129","735"
"310M500US28500","Kerrville, TX Micro Area","51843","*****","37879","*****","35627","111","742","132","131","73","423","168","41","45","224","164","691","180","30","41","661","177","13964","*****","10191","825","23","35","185","145","8","15","0","32","2961","796","596","362","174","141","422","319"
"310M500US28540","Ketchikan, AK Micro Area","13800","*****","13073","*****","8827","21","104","31","1853","158","1101","62","27","24","56","47","1105","172","7","11","1098","172","727","*****","351","78","0","15","116","73","33","33","0","15","95","44","132","64","28","20","104","62"
"310M500US28580","Key West, FL Micro Area","75798","*****","57359","*****","50226","72","5081","274","55","42","982","103","111","133","103","78","801","226","50","54","751","212","18439","*****","16502","494","464","212","26","31","76","82","19","29","1219","387","133","65","53","54","80","50"
"310M500US28620","Kill Devil Hills, NC Micro Area","36222","*****","33508","*****","31609","44","919","177","138","97","279","62","12","18","49","54","502","214","10","17","492","215","2714","*****","1982","338","167","215","4","8","0","26","0","26","401","247","160","117","139","120","21","34"
"310M500US28660","Killeen-Temple, TX Metro Area","444716","*****","340370","*****","218861","117","85517","1263","1396","341","11613","582","2843","329","395","224","19745","1421","155","85","19590","1410","104346","*****","75048","2218","10113","1506","1272","461","455","217","239","131","10578","1480","6641","861","1966","374","4675","752"
"310M500US28700","Kingsport-Bristol, TN-VA Metro Area","306546","*****","301176","*****","288115","142","5422","424","353","155","1657","197","141","104","190","130","5298","505","151","88","5147","482","5370","*****","3148","353","233","140","116","96","6","10","54","52","1250","311","563","183","268","149","295","128"
"310M500US28740","Kingston, NY Metro Area","178665","*****","160428","*****","141235","311","9846","433","177","80","3327","383","102","149","653","307","5088","611","132","67","4956","613","18237","*****","9766","695","934","249","218","115","69","43","0","28","4862","726","2388","509","1291","535","1097","301"
"310M500US28780","Kingsville, TX Micro Area","31542","224","8430","27","6285","74","910","196","12","23","695","73","0","29","64","65","464","207","0","29","464","207","23112","228","21703","438","108","86","56","51","0","29","0","29","1013","322","232","122","96","63","136","110"
"310M500US28820","Kinston, NC Micro Area","56756","*****","52342","*****","27933","29","21943","705","106","97","279","122","14","27","19","36","2048","683","0","29","2048","683","4414","*****","3272","410","262","188","13","19","0","29","12","18","752","418","103","91","19","32","84","91"
"310M500US28860","Kirksville, MO Micro Area","29924","*****","29226","49","27202","109","701","133","29","35","620","67","56","57","37","49","581","139","37","60","544","133","698","49","457","136","0","21","0","21","30","49","0","21","50","42","161","109","161","109","0","21"
"310M500US28900","Klamath Falls, OR Micro Area","66921","*****","58181","*****","52101","38","446","134","2626","261","682","117","38","39","25","25","2263","319","22","28","2241","322","8740","*****","6139","437","37","40","280","148","0","29","7","11","1506","411","771","245","336","162","435","176"
"310M500US28940","Knoxville, TN Metro Area","853337","*****","820293","*****","737300","350","49156","949","2172","330","13101","479","412","141","1421","335","16731","1090","353","151","16378","1085","33044","*****","24559","1105","324","174","304","172","65","60","50","58","6339","948","1403","317","741","239","662","203"
"310M500US29020","Kokomo, IN Metro Area","82331","*****","79562","*****","70047","196","6169","294","368","140","1029","168","16","22","239","197","1694","344","0","28","1694","344","2769","*****","1819","264","220","169","94","82","3","7","17","25","388","193","228","124","221","123","7","13"
"310M500US29060","Laconia, NH Micro Area","60887","*****","59869","*****","57842","55","375","138","182","108","569","121","10","14","50","60","841","244","0","27","841","244","1018","*****","822","115","25","36","35","53","0","27","0","27","47","108","89","68","50","59","39","44"
"310M500US29100","La Crosse-Onalaska, WI-MN Metro Area","136542","*****","134066","*****","123829","78","2045","207","506","139","5240","259","16","18","89","78","2341","344","14","16","2327","343","2476","*****","1434","231","29","28","4","5","18","22","0","28","797","232","194","103","77","69","117","72"
"310M500US29180","Lafayette, LA Metro Area","489914","*****","470447","*****","330924","251","120322","1149","1147","212","8264","311","49","73","1004","431","8737","1178","72","65","8665","1167","19467","*****","14719","748","406","217","244","230","12","15","0","30","2941","634","1145","343","512","267","633","245"
"310M500US29200","Lafayette-West Lafayette, IN Metro Area","228541","*****","211178","*****","180031","142","10274","442","515","149","15570","390","75","71","347","168","4366","612","183","83","4183","608","17363","*****","11820","763","218","122","80","64","65","47","0","28","4617","777","563","245","313","173","250","126"
"310M500US29260","La Grande, OR Micro Area","26337","*****","25061","*****","23365","10","174","31","216","69","283","59","385","26","7","10","631","96","0","23","631","96","1276","*****","793","141","24","39","113","63","14","22","0","23","194","107","138","63","44","39","94","51"
"310M500US29300","LaGrange, GA-AL Micro Area","103579","*****","100207","*****","58044","103","38561","288","244","114","1890","159","0","28","196","123","1272","360","0","28","1272","360","3372","*****","2157","287","62","81","77","107","72","106","0","28","725","271","279","197","254","193","25","39"
"310M500US29340","Lake Charles, LA Metro Area","208549","*****","200862","39","142055","285","50246","744","665","285","2857","138","9","14","369","209","4661","791","73","72","4588","785","7687","39","5435","542","137","96","6","12","21","25","4","8","1769","585","315","169","158","110","157","125"
"310M500US29380","Lake City, FL Micro Area","69968","*****","65561","*****","50569","106","12449","408","148","75","744","76","0","32","106","81","1545","428","269","330","1276","282","4407","*****","3082","289","204","155","48","58","0","32","13","18","748","267","312","181","215","175","97","78"
"310M500US29420","Lake Havasu City-Kingman, AZ Metro Area","207695","*****","173535","*****","160529","149","2069","248","4147","298","2228","249","415","157","144","138","4003","491","113","76","3890","483","34160","*****","26884","1236","148","101","580","212","86","102","43","58","5181","1154","1238","357","620","239","618","278"
"310M500US29460","Lakeland-Winter Haven, FL Metro Area","686218","*****","531590","*****","404039","599","100748","922","1911","346","11883","512","230","146","2206","689","10573","1056","522","384","10051","1018","154628","*****","124804","2515","3928","880","447","249","361","197","71","91","18639","2116","6378","1092","2310","597","4068","957"
"310M500US29500","Lamesa, TX Micro Area","12813","*****","5450","*****","4265","223","985","234","46","31","24","24","0","21","0","21","130","53","13","17","117","52","7363","*****","5373","384","51","35","97","65","0","21","0","21","1450","388","392","225","339","211","53","43"
"310M500US29540","Lancaster, PA Metro Area","540999","*****","484284","*****","443533","232","18900","870","476","218","11796","466","89","76","476","241","9014","1009","380","180","8634","1031","56715","*****","34983","1759","3680","763","347","211","67","66","43","60","13179","1652","4416","810","1827","551","2589","658"
"310M500US29620","Lansing-East Lansing, MI Metro Area","546772","*****","512631","*****","427755","183","41367","1118","1691","220","23448","510","100","68","596","210","17674","1233","588","197","17086","1210","34141","*****","22185","983","1907","401","418","191","111","78","58","53","5615","690","3847","563","1468","343","2379","397"
"310M500US29660","Laramie, WY Micro Area","38390","*****","34732","*****","31665","55","575","246","351","77","1256","137","10","12","34","55","841","292","0","25","841","292","3658","*****","2703","283","81","87","4","6","45","48","0","25","501","252","324","167","197","129","127","102"
"310M500US29700","Laredo, TX Metro Area","273526","*****","12394","*****","9657","128","787","80","102","42","1313","140","31","48","109","116","395","159","50","48","345","154","261132","*****","252587","1212","428","222","478","237","74","44","0","32","6544","1036","1021","319","711","267","310","178"
"310M500US29740","Las Cruces, NM Metro Area","216069","*****","68578","*****","58848","191","3476","252","1421","190","2279","196","66","71","284","234","2204","376","125","99","2079","373","147491","*****","129452","2269","429","227","1009","336","148","124","19","28","14566","1996","1868","532","907","354","961","391"
"310M500US29780","Las Vegas, NM Micro Area","32274","*****","7015","226","5658","204","261","83","286","73","268","249","0","25","124","147","418","209","26","34","392","210","25259","226","14215","1023","106","69","108","60","73","100","22","31","10212","1080","523","189","383","173","140","81"
"310M500US29820","Las Vegas-Henderson-Paradise, NV Metro Area","2182004","*****","1502623","*****","933344","918","245063","2276","10090","673","208409","1808","14855","482","8012","1292","82850","3263","2300","540","80550","3127","679381","*****","379308","6339","10111","1167","8603","1252","3976","660","1552","499","241909","6244","33922","2528","17344","1553","16578","1609"
"310M500US29860","Laurel, MS Micro Area","84857","*****","81709","116","51511","52","28930","187","147","139","225","153","47","59","98","119","751","227","0","30","751","227","3148","116","2749","229","111","131","8","16","0","30","0","30","251","228","29","33","25","32","4","8"
"310M500US29900","Laurinburg, NC Micro Area","35076","*****","34023","*****","15148","32","13627","135","4141","158","284","73","0","26","33","36","790","221","42","52","748","214","1053","*****","169","104","33","36","30","31","0","26","9","17","784","120","28","28","15","21","13","18"
"310M500US29940","Lawrence, KS Metro Area","120290","*****","112735","*****","94306","88","4959","426","2636","288","6283","339","10","15","164","99","4377","581","62","73","4315","566","7555","*****","4826","494","295","174","372","215","64","52","14","17","1108","291","876","330","287","140","589","291"
"310M500US29980","Lawrenceburg, TN Micro Area","43390","*****","42421","*****","40462","134","724","138","147","93","226","62","77","94","192","134","593","169","0","26","593","169","969","*****","852","92","0","26","0","26","0","26","0","26","31","41","86","85","32","37","54","70"
"310M500US30020","Lawton, OK Metro Area","127620","*****","111200","*****","72871","58","19035","684","5883","452","2898","243","464","139","51","50","9998","876","66","52","9932","881","16420","*****","8031","741","1494","472","996","331","211","154","57","55","3238","609","2393","526","697","292","1696","394"
"310M500US30060","Lebanon, MO Micro Area","35531","*****","34659","*****","33083","163","205","55","265","129","131","49","4","8","64","111","907","195","90","132","817","155","872","*****","668","109","0","24","79","108","0","24","0","24","89","82","36","34","11","18","25","28"
"310M500US30100","Lebanon, NH-VT Micro Area","217064","*****","212925","*****","202275","81","1801","178","557","174","4185","203","93","61","167","81","3847","321","27","27","3820","321","4139","*****","2854","209","221","98","54","45","39","35","15","23","538","146","418","127","107","70","311","127"
"310M500US30140","Lebanon, PA Metro Area","139729","*****","121401","*****","114872","76","2914","280","104","79","1906","136","22","27","41","34","1542","303","46","71","1496","302","18328","*****","6133","887","535","216","28","26","83","70","43","61","10093","957","1413","516","1131","512","282","113"
"310M500US30220","Levelland, TX Micro Area","23064","*****","12041","*****","10824","13","738","81","117","31","81","38","21","35","56","65","204","66","0","25","204","66","11023","*****","9559","382","8","9","6","8","2","3","0","25","1092","321","356","181","205","137","151","127"
"310M500US30260","Lewisburg, PA Micro Area","45111","*****","42457","*****","38014","71","2802","239","224","109","754","101","4","10","43","68","616","237","68","63","548","228","2654","*****","1176","331","96","68","17","14","0","22","0","22","979","234","386","174","147","93","239","155"
"310M500US30280","Lewisburg, TN Micro Area","32965","*****","31187","*****","27973","138","2491","118","0","26","106","35","0","26","220","161","397","111","15","24","382","108","1778","*****","1575","137","0","26","21","25","0","26","0","26","118","91","64","75","63","75","1","3"
"310M500US30300","Lewiston, ID-WA Metro Area","62638","*****","60159","*****","55236","43","256","91","2473","195","500","83","56","61","53","43","1585","258","65","86","1520","258","2479","*****","1532","231","3","5","256","147","24","37","0","28","305","125","359","128","176","85","183","97"
"310M500US30340","Lewiston-Auburn, ME Metro Area","107602","*****","105604","*****","97498","54","2325","350","142","84","839","120","0","24","57","56","4743","377","38","40","4705","377","1998","*****","888","227","237","149","20","20","0","24","0","24","210","137","643","240","219","240","424","172"
"310M500US30380","Lewistown, PA Micro Area","46276","*****","45552","*****","44369","13","241","86","92","34","153","85","3","5","17","18","677","125","0","22","677","125","724","*****","470","128","7","13","0","22","0","22","26","40","215","133","6","8","6","8","0","22"
"310M500US30420","Lexington, NE Micro Area","25746","*****","17752","53","15817","64","1464","146","98","43","156","104","58","60","11","13","148","68","0","18","148","68","7994","53","6905","412","45","48","35","57","0","18","0","18","895","401","114","106","3","5","111","106"
"310M500US30460","Lexington-Fayette, KY Metro Area","510647","*****","479205","*****","394472","547","55490","900","615","213","13880","534","65","60","1374","559","13309","1012","362","117","12947","1014","31442","*****","17500","1191","598","247","336","220","54","52","29","32","10199","1085","2726","603","1733","489","993","354"
"310M500US30580","Liberal, KS Micro Area","22349","*****","8664","*****","6725","6","1007","66","124","61","592","103","0","19","3","5","213","139","2","3","211","139","13685","*****","6559","923","32","43","0","19","0","19","46","74","6812","920","236","108","174","73","62","61"
"310M500US30620","Lima, OH Metro Area","103175","*****","99954","*****","83272","163","12215","492","191","68","846","139","0","27","218","140","3212","494","59","51","3153","494","3221","*****","1889","276","15","20","56","55","25","30","0","27","849","307","387","145","222","118","165","99"
"310M500US30660","Lincoln, IL Micro Area","29003","*****","28018","*****","25049","8","1984","175","35","27","218","49","2","5","24","31","706","179","4","8","702","180","985","*****","618","114","19","21","38","42","0","21","8","16","206","95","96","62","38","36","58","52"
"310M500US30700","Lincoln, NE Metro Area","330329","*****","307809","*****","270595","218","12035","672","1548","268","13190","651","225","79","357","213","9859","981","92","55","9767","977","22520","*****","15585","813","562","286","619","232","47","49","16","20","3983","635","1708","431","1078","355","630","257"
"310M500US30780","Little Rock-North Little Rock-Conway, AR Metro Area","737015","*****","698054","*****","494380","617","171197","1015","2292","413","12378","432","635","322","1527","649","15645","1148","483","231","15162","1158","38961","*****","23925","1553","878","347","437","273","252","150","88","85","10311","1491","3070","756","1960","654","1110","418"
"310M500US30820","Lock Haven, PA Micro Area","38915","*****","38325","*****","37035","22","680","92","47","27","323","18","5","9","0","22","235","90","0","22","235","90","590","*****","412","80","16","14","55","49","0","22","6","7","83","57","18","13","0","22","18","13"
"310M500US30860","Logan, UT-ID Metro Area","137629","*****","123404","*****","116111","224","955","157","531","142","2555","274","437","102","284","218","2531","358","49","71","2482","348","14225","*****","9372","628","37","50","167","89","15","26","0","28","3844","621","790","261","307","148","483","223"
"310M500US30900","Logansport, IN Micro Area","37880","*****","32063","*****","30194","68","427","122","137","63","486","175","7","13","35","44","777","233","31","45","746","220","5817","*****","1665","408","14","24","50","95","41","57","0","25","3801","463","246","134","219","131","27","32"
"310M500US30940","London, KY Micro Area","148221","*****","145915","188","141371","31","1748","238","608","325","442","245","55","74","27","31","1664","331","12","17","1652","329","2306","188","1520","240","69","52","30","47","0","27","0","27","344","193","343","201","254","159","89","95"
"310M500US30980","Longview, TX Metro Area","284796","*****","240403","*****","180562","168","50537","555","658","210","2512","224","174","149","402","221","5558","586","101","76","5457","581","44393","*****","38732","934","375","232","118","97","9","17","0","32","3796","735","1363","419","534","251","829","301"
"310M500US31020","Longview, WA Metro Area","106778","*****","97195","*****","89301","137","758","139","1160","265","1356","187","209","132","148","134","4263","377","76","71","4187","367","9583","*****","5686","527","89","69","465","411","9","15","8","12","1589","473","1737","452","945","306","792","347"
"310M500US31060","Los Alamos, NM Micro Area","18625","*****","15279","*****","13377","19","107","46","167","55","926","135","0","19","6","10","696","152","26","28","670","147","3346","*****","2552","225","0","19","30","35","0","19","0","19","522","181","242","142","133","101","109","98"
"310M500US31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","13249614","*****","7282454","*****","3927625","1746","841521","3131","26947","1232","2097717","4437","33525","854","38445","2438","316674","6005","17037","1435","299637","5772","5967160","*****","3172081","22317","34548","2187","60870","3248","24546","1364","4347","687","2454666","24608","216102","6125","124615","4346","91487","3363"
"310M500US31140","Louisville/Jefferson County, KY-IN Metro Area","1257088","*****","1195679","*****","951487","365","183802","1481","2066","328","26407","605","477","123","2314","534","29126","1676","828","239","28298","1592","61409","*****","46902","1465","2495","523","391","187","201","97","36","30","9466","1397","1918","430","693","212","1225","377"
"310M500US31180","Lubbock, TX Metro Area","316474","*****","202459","*****","168162","246","20349","608","1114","173","6573","413","217","50","357","251","5687","717","191","147","5496","701","114015","*****","92415","1659","1207","401","2025","587","234","210","118","189","14610","1394","3406","596","1775","424","1631","372"
"310M500US31220","Ludington, MI Micro Area","28954","*****","27632","*****","26481","7","261","66","282","65","167","40","0","19","0","19","441","98","47","47","394","91","1322","*****","957","117","0","19","3","5","0","19","0","19","196","82","166","84","159","85","7","8"
"310M500US31260","Lufkin, TX Micro Area","87322","*****","67996","*****","52832","118","12747","383","105","99","957","54","5","9","102","116","1248","400","20","23","1228","402","19326","*****","16819","602","143","86","385","320","18","27","0","32","1791","492","170","115","132","105","38","42"
"310M500US31300","Lumberton, NC Micro Area","132596","*****","120822","*****","33332","107","31370","171","52500","356","784","98","34","30","369","170","2433","358","95","65","2338","368","11774","*****","3764","529","215","124","363","185","14","21","0","29","7082","626","336","160","192","135","144","80"
"310M500US31340","Lynchburg, VA Metro Area","261652","*****","254151","*****","198702","288","44747","557","524","122","3531","232","46","46","611","241","5990","628","291","189","5699","611","7501","*****","5362","463","255","142","47","43","65","62","6","11","1232","469","534","208","362","178","172","101"
"310M500US31380","Macomb, IL Micro Area","30479","*****","29635","*****","26782","32","1422","123","31","34","653","132","0","24","0","24","747","178","19","32","728","172","844","*****","590","111","20","26","2","4","0","24","0","24","159","95","73","38","53","43","20","31"
"310M500US31420","Macon-Bibb County, GA Metro Area","229504","*****","222945","49","112361","69","102727","640","355","136","3590","167","75","66","299","207","3538","677","273","161","3265","630","6559","49","3904","514","259","128","39","60","19","26","0","31","1631","426","707","272","256","186","451","247"
"310M500US31460","Madera, CA Metro Area","155433","*****","65635","*****","53053","149","4770","276","1546","231","3020","230","141","78","250","191","2855","450","199","116","2656","435","89798","*****","55047","2444","179","130","943","508","209","144","35","51","31179","2393","2206","484","1433","431","773","272"
"310M500US31500","Madison, IN Micro Area","32201","*****","31300","*****","29814","80","667","130","62","53","286","45","0","25","74","82","397","147","0","25","397","147","901","*****","619","192","12","19","6","9","0","25","0","25","264","191","0","25","0","25","0","25"
"310M500US31540","Madison, WI Metro Area","653725","*****","616174","*****","536556","264","28350","845","1980","260","32492","810","267","64","749","241","15780","1229","529","226","15251","1209","37551","*****","25731","1290","635","238","239","145","157","96","13","20","8160","1253","2616","607","1436","404","1180","462"
"310M500US31580","Madisonville, KY Micro Area","45331","*****","44382","*****","40115","8","2911","270","90","77","269","80","3","7","0","24","994","257","5","8","989","258","949","*****","687","132","5","9","0","24","0","24","3","5","166","101","88","67","68","62","20","23"
"310M500US31620","Magnolia, AR Micro Area","23776","*****","23131","*****","14093","19","8540","100","44","31","254","15","0","22","15","19","185","97","0","22","185","97","645","*****","303","187","52","70","4","8","0","22","0","22","228","159","58","78","58","78","0","22"
"310M500US31660","Malone, NY Micro Area","50477","*****","48688","*****","41201","28","2839","158","3609","225","274","55","111","149","49","25","605","219","6","10","599","220","1789","*****","525","196","24","25","0","28","6","9","0","28","1008","219","226","121","97","66","129","116"
"310M500US31680","Malvern, AR Micro Area","33597","*****","32421","*****","27729","58","3816","118","152","104","133","54","8","16","0","25","583","163","50","58","533","151","1176","*****","705","306","18","32","0","25","0","25","0","25","453","314","0","25","0","25","0","25"
"310M500US31700","Manchester-Nashua, NH Metro Area","413035","*****","385065","*****","348800","282","9655","517","451","160","16600","485","123","72","767","293","8669","664","197","89","8472","639","27970","*****","20594","1064","2370","625","26","25","94","98","95","121","3068","820","1723","413","454","165","1269","377"
"310M500US31740","Manhattan, KS Metro Area","132928","*****","119936","*****","98128","96","10899","436","793","191","4876","252","495","51","128","102","4617","536","71","72","4546","520","12992","*****","9214","679","470","203","149","112","117","114","0","24","2069","592","973","297","303","126","670","235"
"310M500US31820","Manitowoc, WI Micro Area","79185","*****","76007","*****","71684","29","772","91","375","105","2158","167","0","20","21","29","997","231","4","4","993","231","3178","*****","2735","158","97","93","17","18","3","4","3","4","198","95","125","67","73","55","52","38"
"310M500US31860","Mankato, MN Metro Area","100749","*****","96763","*****","88813","65","3515","371","190","52","2022","166","11","15","69","66","2143","399","4","5","2139","398","3986","*****","3019","220","21","31","0","20","13","19","0","20","560","172","373","140","162","91","211","104"
"310M500US31900","Mansfield, OH Metro Area","121100","*****","118782","*****","103517","175","10657","383","117","49","959","126","26","24","258","158","3248","406","66","111","3182","398","2318","*****","1466","224","151","73","22","23","0","27","14","21","294","127","371","151","187","157","184","109"
"310M500US31930","Marietta, OH Micro Area","60426","*****","59761","*****","57438","56","745","122","255","80","387","97","0","27","54","66","882","175","7","11","875","172","665","*****","465","115","36","47","17","25","0","27","0","27","103","121","44","48","22","36","22","34"
"310M500US31940","Marinette, WI-MI Micro Area","63465","*****","62340","*****","59911","8","370","53","727","119","222","29","16","16","9","9","1085","125","5","5","1080","125","1125","*****","890","101","0","28","36","18","7","6","0","28","56","45","136","81","105","71","31","22"
"310M500US31980","Marion, IN Micro Area","66452","*****","63606","*****","56430","52","4633","264","108","53","653","114","0","28","35","39","1747","304","57","42","1690","297","2846","*****","1930","263","178","109","16","20","0","28","0","28","515","198","207","114","89","87","118","66"
"310M500US32000","Marion, NC Micro Area","45227","*****","42461","*****","39518","193","1616","188","155","114","415","64","0","26","141","192","616","247","17","25","599","246","2766","*****","1919","513","12","23","0","26","0","26","0","26","835","512","0","26","0","26","0","26"
"310M500US32020","Marion, OH Micro Area","65299","*****","63552","*****","57683","21","3501","275","84","37","385","65","26","24","17","21","1856","287","8","9","1848","287","1747","*****","822","149","213","149","82","60","35","48","0","27","379","185","216","101","95","88","121","63"
"310M500US32100","Marquette, MI Micro Area","66686","*****","65670","*****","61408","30","1105","99","532","147","627","78","32","9","27","22","1939","205","54","34","1885","206","1016","*****","744","83","13","15","13","17","0","24","0","24","114","66","132","63","69","35","63","41"
"310M500US32140","Marshall, MN Micro Area","25758","*****","23988","*****","21581","49","862","113","50","48","1117","38","2","3","34","49","342","120","0","16","342","120","1770","*****","620","208","29","35","43","46","0","16","0","16","962","232","116","84","79","69","37","42"
